institution,year,status,total
Stiftelsen Frambu,2021,lukket,4
Stiftelsen Frambu,2022,diamant,1
Stiftelsen Frambu,2022,gull,2
Stiftelsen Frambu,2022,hybrid_avtale,3
Stiftelsen Frambu,2022,grønn,1
Stiftelsen Frambu,2023,gull,11
Stiftelsen Frambu,2023,hybrid,1
Stiftelsen Frambu,2023,grønn,1
Stiftelsen Frambu,2023,lukket,1
Stiftelsen Frambu,2024,diamant,2
Stiftelsen Frambu,2024,gull,9
Stiftelsen Frambu,2024,hybrid,3
Stiftelsen Frambu,2024,hybrid_avtale,7
Stiftelsen Frambu,2024,lukket,1
Stiftelsen Frambu,2025,gull,7
Stiftelsen Frambu,2025,hybrid,2
Stiftelsen Frambu,2025,hybrid_avtale,5
Stiftelsen Frambu,2025,grønn,1
Stiftelsen Frambu,2025,lukket,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2013,gull,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2013,hybrid,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2013,grønn,6
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2013,lukket,14
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2014,grønn,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2014,lukket,13
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2015,diamant,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2015,gull,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2015,hybrid,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2015,grønn,8
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2015,lukket,11
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2016,diamant,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2016,gull,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2016,hybrid,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2016,grønn,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2016,lukket,9
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2017,diamant,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2017,gull,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2017,hybrid,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2017,grønn,10
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2017,lukket,11
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2018,diamant,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2018,hybrid,13
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2018,grønn,6
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2018,lukket,7
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2019,diamant,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2019,gull,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2019,hybrid,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2019,grønn,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2019,lukket,11
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,diamant,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,gull,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,hybrid,9
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,hybrid_avtale,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,grønn,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2020,lukket,7
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,diamant,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,gull,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,hybrid,6
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,hybrid_avtale,10
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,grønn,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,deponert,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2021,lukket,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,diamant,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,gull,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,hybrid,9
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,hybrid_avtale,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,grønn,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2022,lukket,1
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,diamant,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,gull,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,hybrid,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,hybrid_avtale,10
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,grønn,7
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2023,lukket,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,diamant,7
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,gull,3
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,hybrid,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,hybrid_avtale,6
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,grønn,6
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2024,lukket,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,diamant,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,gull,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,hybrid,4
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,hybrid_avtale,5
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,grønn,7
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,deponert,2
Stiftelsen Frischsenteret for samfunnsøkonomisk forskning,2025,lukket,12
Stiftelsen Steinerhøyskolen,2013,lukket,1
Stiftelsen Steinerhøyskolen,2014,lukket,1
Stiftelsen Steinerhøyskolen,2015,hybrid,1
Stiftelsen Steinerhøyskolen,2015,lukket,4
Stiftelsen Steinerhøyskolen,2016,gull,1
Stiftelsen Steinerhøyskolen,2016,hybrid,1
Stiftelsen Steinerhøyskolen,2016,lukket,8
Stiftelsen Steinerhøyskolen,2017,grønn,1
Stiftelsen Steinerhøyskolen,2018,hybrid,1
Stiftelsen Steinerhøyskolen,2018,grønn,1
Stiftelsen Steinerhøyskolen,2018,lukket,5
Stiftelsen Steinerhøyskolen,2019,diamant,5
Stiftelsen Steinerhøyskolen,2019,lukket,1
Stiftelsen Steinerhøyskolen,2020,diamant,1
Stiftelsen Steinerhøyskolen,2020,gull,2
Stiftelsen Steinerhøyskolen,2020,hybrid_avtale,1
Stiftelsen Steinerhøyskolen,2020,lukket,3
Stiftelsen Steinerhøyskolen,2021,diamant,1
Stiftelsen Steinerhøyskolen,2021,hybrid,1
Stiftelsen Steinerhøyskolen,2021,lukket,4
Stiftelsen Steinerhøyskolen,2022,diamant,2
Stiftelsen Steinerhøyskolen,2022,gull,2
Stiftelsen Steinerhøyskolen,2022,hybrid,1
Stiftelsen Steinerhøyskolen,2022,lukket,2
Stiftelsen Steinerhøyskolen,2023,diamant,2
Stiftelsen Steinerhøyskolen,2023,hybrid,1
Stiftelsen Steinerhøyskolen,2023,grønn,1
Stiftelsen Steinerhøyskolen,2023,lukket,4
Stiftelsen Steinerhøyskolen,2024,diamant,1
Stiftelsen Steinerhøyskolen,2024,gull,5
Stiftelsen Steinerhøyskolen,2024,hybrid,3
Stiftelsen Steinerhøyskolen,2024,lukket,3
Stiftelsen Steinerhøyskolen,2025,gull,2
Stiftelsen Steinerhøyskolen,2025,hybrid,3
Stiftelsen Steinerhøyskolen,2025,hybrid_avtale,1
Stiftelsen Steinerhøyskolen,2025,grønn,1
Stiftelsen Steinerhøyskolen,2025,lukket,1
Sunnaas sykehus HF,2013,diamant,1
Sunnaas sykehus HF,2013,gull,8
Sunnaas sykehus HF,2013,grønn,1
Sunnaas sykehus HF,2013,lukket,11
Sunnaas sykehus HF,2014,gull,3
Sunnaas sykehus HF,2014,hybrid,1
Sunnaas sykehus HF,2014,grønn,1
Sunnaas sykehus HF,2014,lukket,26
Sunnaas sykehus HF,2015,diamant,1
Sunnaas sykehus HF,2015,gull,4
Sunnaas sykehus HF,2015,hybrid,3
Sunnaas sykehus HF,2015,grønn,2
Sunnaas sykehus HF,2015,lukket,20
Sunnaas sykehus HF,2016,gull,9
Sunnaas sykehus HF,2016,hybrid,2
Sunnaas sykehus HF,2016,grønn,6
Sunnaas sykehus HF,2016,lukket,20
Sunnaas sykehus HF,2017,diamant,1
Sunnaas sykehus HF,2017,gull,6
Sunnaas sykehus HF,2017,grønn,14
Sunnaas sykehus HF,2017,lukket,27
Sunnaas sykehus HF,2018,gull,22
Sunnaas sykehus HF,2018,hybrid,3
Sunnaas sykehus HF,2018,grønn,10
Sunnaas sykehus HF,2018,lukket,21
Sunnaas sykehus HF,2019,diamant,1
Sunnaas sykehus HF,2019,gull,22
Sunnaas sykehus HF,2019,hybrid,5
Sunnaas sykehus HF,2019,hybrid_avtale,3
Sunnaas sykehus HF,2019,grønn,12
Sunnaas sykehus HF,2019,lukket,21
Sunnaas sykehus HF,2020,gull,29
Sunnaas sykehus HF,2020,hybrid,8
Sunnaas sykehus HF,2020,hybrid_avtale,6
Sunnaas sykehus HF,2020,grønn,8
Sunnaas sykehus HF,2020,lukket,10
Sunnaas sykehus HF,2021,diamant,1
Sunnaas sykehus HF,2021,gull,30
Sunnaas sykehus HF,2021,hybrid,10
Sunnaas sykehus HF,2021,hybrid_avtale,9
Sunnaas sykehus HF,2021,grønn,8
Sunnaas sykehus HF,2021,lukket,12
Sunnaas sykehus HF,2022,diamant,2
Sunnaas sykehus HF,2022,gull,33
Sunnaas sykehus HF,2022,hybrid,7
Sunnaas sykehus HF,2022,hybrid_avtale,2
Sunnaas sykehus HF,2022,grønn,4
Sunnaas sykehus HF,2022,lukket,8
Sunnaas sykehus HF,2023,diamant,1
Sunnaas sykehus HF,2023,gull,25
Sunnaas sykehus HF,2023,hybrid,5
Sunnaas sykehus HF,2023,hybrid_avtale,3
Sunnaas sykehus HF,2023,grønn,6
Sunnaas sykehus HF,2023,lukket,4
Sunnaas sykehus HF,2024,diamant,1
Sunnaas sykehus HF,2024,gull,31
Sunnaas sykehus HF,2024,hybrid,7
Sunnaas sykehus HF,2024,hybrid_avtale,10
Sunnaas sykehus HF,2024,grønn,3
Sunnaas sykehus HF,2024,lukket,6
Sunnaas sykehus HF,2025,gull,29
Sunnaas sykehus HF,2025,hybrid,5
Sunnaas sykehus HF,2025,hybrid_avtale,11
Sunnaas sykehus HF,2025,grønn,8
Sunnaas sykehus HF,2025,lukket,10
Sykehusapotek Nord HF,2014,gull,1
Sykehusapotek Nord HF,2014,lukket,2
Sykehusapotek Nord HF,2015,gull,1
Sykehusapotek Nord HF,2015,lukket,1
Sykehusapotek Nord HF,2016,gull,1
Sykehusapotek Nord HF,2016,lukket,4
Sykehusapotek Nord HF,2017,gull,2
Sykehusapotek Nord HF,2017,hybrid,1
Sykehusapotek Nord HF,2017,grønn,1
Sykehusapotek Nord HF,2017,lukket,2
Sykehusapotek Nord HF,2018,grønn,1
Sykehusapotek Nord HF,2018,lukket,1
Sykehusapotek Nord HF,2019,gull,1
Sykehusapotek Nord HF,2019,hybrid,1
Sykehusapotek Nord HF,2019,hybrid_avtale,1
Sykehusapotek Nord HF,2020,diamant,1
Sykehusapotek Nord HF,2020,gull,2
Sykehusapotek Nord HF,2021,hybrid_avtale,1
Sykehusapotek Nord HF,2022,gull,1
Sykehusapotek Nord HF,2023,gull,3
Sykehusapotek Nord HF,2023,hybrid_avtale,1
Sykehusapotek Nord HF,2023,grønn,1
Sykehusapotek Nord HF,2024,gull,4
Sykehusapotek Nord HF,2024,hybrid_avtale,1
Sykehusapotek Nord HF,2024,grønn,1
Sykehusapotek Nord HF,2025,gull,4
Sykehusapotekene i Midt-Norge HF,2013,lukket,3
Sykehusapotekene i Midt-Norge HF,2015,lukket,4
Sykehusapotekene i Midt-Norge HF,2016,lukket,4
Sykehusapotekene i Midt-Norge HF,2017,gull,3
Sykehusapotekene i Midt-Norge HF,2017,hybrid,1
Sykehusapotekene i Midt-Norge HF,2017,grønn,1
Sykehusapotekene i Midt-Norge HF,2017,lukket,1
Sykehusapotekene i Midt-Norge HF,2018,gull,1
Sykehusapotekene i Midt-Norge HF,2018,hybrid,1
Sykehusapotekene i Midt-Norge HF,2018,lukket,3
Sykehusapotekene i Midt-Norge HF,2019,lukket,1
Sykehusapotekene i Midt-Norge HF,2020,diamant,1
Sykehusapotekene i Midt-Norge HF,2020,hybrid_avtale,2
Sykehusapotekene i Midt-Norge HF,2022,gull,2
Sykehusapotekene i Midt-Norge HF,2024,gull,2
Sykehusapotekene i Midt-Norge HF,2024,hybrid_avtale,1
Sykehusapotekene i Midt-Norge HF,2025,gull,1
Sykehusapotekene i Sør-Øst RHF,2013,lukket,3
Sykehusapotekene i Sør-Øst RHF,2014,lukket,1
Sykehusapotekene i Sør-Øst RHF,2015,gull,1
Sykehusapotekene i Sør-Øst RHF,2015,lukket,5
Sykehusapotekene i Sør-Øst RHF,2016,gull,1
Sykehusapotekene i Sør-Øst RHF,2016,hybrid,1
Sykehusapotekene i Sør-Øst RHF,2016,lukket,1
Sykehusapotekene i Sør-Øst RHF,2017,gull,1
Sykehusapotekene i Sør-Øst RHF,2017,hybrid,1
Sykehusapotekene i Sør-Øst RHF,2017,grønn,2
Sykehusapotekene i Sør-Øst RHF,2018,hybrid,1
Sykehusapotekene i Sør-Øst RHF,2019,diamant,1
Sykehusapotekene i Sør-Øst RHF,2019,gull,4
Sykehusapotekene i Sør-Øst RHF,2019,hybrid,2
Sykehusapotekene i Sør-Øst RHF,2019,hybrid_avtale,1
Sykehusapotekene i Sør-Øst RHF,2019,lukket,1
Sykehusapotekene i Sør-Øst RHF,2020,gull,6
Sykehusapotekene i Sør-Øst RHF,2020,hybrid,1
Sykehusapotekene i Sør-Øst RHF,2020,hybrid_avtale,3
Sykehusapotekene i Sør-Øst RHF,2020,grønn,1
Sykehusapotekene i Sør-Øst RHF,2021,gull,4
Sykehusapotekene i Sør-Øst RHF,2021,hybrid,1
Sykehusapotekene i Sør-Øst RHF,2021,hybrid_avtale,3
Sykehusapotekene i Sør-Øst RHF,2021,grønn,2
Sykehusapotekene i Sør-Øst RHF,2021,lukket,1
Sykehusapotekene i Sør-Øst RHF,2022,gull,5
Sykehusapotekene i Sør-Øst RHF,2022,hybrid,2
Sykehusapotekene i Sør-Øst RHF,2022,hybrid_avtale,6
Sykehusapotekene i Sør-Øst RHF,2022,grønn,2
Sykehusapotekene i Sør-Øst RHF,2023,gull,2
Sykehusapotekene i Sør-Øst RHF,2023,hybrid_avtale,2
Sykehusapotekene i Sør-Øst RHF,2024,gull,2
Sykehusapotekene i Sør-Øst RHF,2024,hybrid_avtale,4
Sykehusapotekene i Sør-Øst RHF,2024,grønn,1
Sykehusapotekene i Sør-Øst RHF,2025,diamant,1
Sykehusapotekene i Sør-Øst RHF,2025,gull,4
Sykehusapotekene i Sør-Øst RHF,2025,hybrid,2
Sykehusapotekene i Sør-Øst RHF,2025,hybrid_avtale,2
Sykehuset Innlandet HF,2013,diamant,3
Sykehuset Innlandet HF,2013,gull,20
Sykehuset Innlandet HF,2013,hybrid,8
Sykehuset Innlandet HF,2013,grønn,9
Sykehuset Innlandet HF,2013,lukket,49
Sykehuset Innlandet HF,2014,diamant,2
Sykehuset Innlandet HF,2014,gull,27
Sykehuset Innlandet HF,2014,hybrid,9
Sykehuset Innlandet HF,2014,grønn,17
Sykehuset Innlandet HF,2014,lukket,42
Sykehuset Innlandet HF,2015,diamant,3
Sykehuset Innlandet HF,2015,gull,49
Sykehuset Innlandet HF,2015,hybrid,16
Sykehuset Innlandet HF,2015,grønn,7
Sykehuset Innlandet HF,2015,lukket,63
Sykehuset Innlandet HF,2016,diamant,4
Sykehuset Innlandet HF,2016,gull,55
Sykehuset Innlandet HF,2016,hybrid,18
Sykehuset Innlandet HF,2016,grønn,22
Sykehuset Innlandet HF,2016,lukket,48
Sykehuset Innlandet HF,2017,diamant,1
Sykehuset Innlandet HF,2017,gull,57
Sykehuset Innlandet HF,2017,hybrid,22
Sykehuset Innlandet HF,2017,grønn,30
Sykehuset Innlandet HF,2017,lukket,59
Sykehuset Innlandet HF,2018,diamant,4
Sykehuset Innlandet HF,2018,gull,57
Sykehuset Innlandet HF,2018,hybrid,16
Sykehuset Innlandet HF,2018,grønn,40
Sykehuset Innlandet HF,2018,lukket,58
Sykehuset Innlandet HF,2019,diamant,3
Sykehuset Innlandet HF,2019,gull,67
Sykehuset Innlandet HF,2019,hybrid,18
Sykehuset Innlandet HF,2019,hybrid_avtale,8
Sykehuset Innlandet HF,2019,grønn,42
Sykehuset Innlandet HF,2019,deponert,1
Sykehuset Innlandet HF,2019,lukket,42
Sykehuset Innlandet HF,2020,diamant,3
Sykehuset Innlandet HF,2020,gull,68
Sykehuset Innlandet HF,2020,hybrid,14
Sykehuset Innlandet HF,2020,hybrid_avtale,22
Sykehuset Innlandet HF,2020,grønn,15
Sykehuset Innlandet HF,2020,lukket,35
Sykehuset Innlandet HF,2021,diamant,8
Sykehuset Innlandet HF,2021,gull,78
Sykehuset Innlandet HF,2021,hybrid,17
Sykehuset Innlandet HF,2021,hybrid_avtale,19
Sykehuset Innlandet HF,2021,grønn,20
Sykehuset Innlandet HF,2021,deponert,1
Sykehuset Innlandet HF,2021,lukket,13
Sykehuset Innlandet HF,2022,diamant,5
Sykehuset Innlandet HF,2022,gull,81
Sykehuset Innlandet HF,2022,hybrid,22
Sykehuset Innlandet HF,2022,hybrid_avtale,33
Sykehuset Innlandet HF,2022,grønn,19
Sykehuset Innlandet HF,2022,lukket,11
Sykehuset Innlandet HF,2023,diamant,7
Sykehuset Innlandet HF,2023,gull,86
Sykehuset Innlandet HF,2023,hybrid,17
Sykehuset Innlandet HF,2023,hybrid_avtale,27
Sykehuset Innlandet HF,2023,grønn,13
Sykehuset Innlandet HF,2023,lukket,14
Sykehuset Innlandet HF,2024,diamant,3
Sykehuset Innlandet HF,2024,gull,93
Sykehuset Innlandet HF,2024,hybrid,18
Sykehuset Innlandet HF,2024,hybrid_avtale,37
Sykehuset Innlandet HF,2024,grønn,16
Sykehuset Innlandet HF,2024,lukket,17
Sykehuset Innlandet HF,2025,diamant,7
Sykehuset Innlandet HF,2025,gull,79
Sykehuset Innlandet HF,2025,hybrid,15
Sykehuset Innlandet HF,2025,hybrid_avtale,31
Sykehuset Innlandet HF,2025,grønn,10
Sykehuset Innlandet HF,2025,deponert,1
Sykehuset Innlandet HF,2025,lukket,13
Sykehuset Telemark HF,2013,diamant,1
Sykehuset Telemark HF,2013,gull,4
Sykehuset Telemark HF,2013,hybrid,6
Sykehuset Telemark HF,2013,grønn,4
Sykehuset Telemark HF,2013,lukket,25
Sykehuset Telemark HF,2014,diamant,2
Sykehuset Telemark HF,2014,gull,7
Sykehuset Telemark HF,2014,hybrid,5
Sykehuset Telemark HF,2014,grønn,2
Sykehuset Telemark HF,2014,lukket,26
Sykehuset Telemark HF,2015,diamant,3
Sykehuset Telemark HF,2015,gull,11
Sykehuset Telemark HF,2015,hybrid,2
Sykehuset Telemark HF,2015,lukket,28
Sykehuset Telemark HF,2016,diamant,1
Sykehuset Telemark HF,2016,gull,15
Sykehuset Telemark HF,2016,hybrid,8
Sykehuset Telemark HF,2016,grønn,3
Sykehuset Telemark HF,2016,lukket,25
Sykehuset Telemark HF,2017,diamant,2
Sykehuset Telemark HF,2017,gull,12
Sykehuset Telemark HF,2017,hybrid,5
Sykehuset Telemark HF,2017,grønn,5
Sykehuset Telemark HF,2017,lukket,26
Sykehuset Telemark HF,2018,diamant,2
Sykehuset Telemark HF,2018,gull,18
Sykehuset Telemark HF,2018,hybrid,3
Sykehuset Telemark HF,2018,grønn,9
Sykehuset Telemark HF,2018,lukket,18
Sykehuset Telemark HF,2019,diamant,1
Sykehuset Telemark HF,2019,gull,20
Sykehuset Telemark HF,2019,hybrid,8
Sykehuset Telemark HF,2019,grønn,12
Sykehuset Telemark HF,2019,deponert,1
Sykehuset Telemark HF,2019,lukket,16
Sykehuset Telemark HF,2020,gull,18
Sykehuset Telemark HF,2020,hybrid,5
Sykehuset Telemark HF,2020,hybrid_avtale,10
Sykehuset Telemark HF,2020,grønn,5
Sykehuset Telemark HF,2020,lukket,9
Sykehuset Telemark HF,2021,gull,18
Sykehuset Telemark HF,2021,hybrid,4
Sykehuset Telemark HF,2021,hybrid_avtale,7
Sykehuset Telemark HF,2021,grønn,7
Sykehuset Telemark HF,2021,lukket,11
Sykehuset Telemark HF,2022,diamant,3
Sykehuset Telemark HF,2022,gull,18
Sykehuset Telemark HF,2022,hybrid,10
Sykehuset Telemark HF,2022,hybrid_avtale,12
Sykehuset Telemark HF,2022,grønn,5
Sykehuset Telemark HF,2022,lukket,8
Sykehuset Telemark HF,2023,diamant,1
Sykehuset Telemark HF,2023,gull,24
Sykehuset Telemark HF,2023,hybrid,7
Sykehuset Telemark HF,2023,hybrid_avtale,14
Sykehuset Telemark HF,2023,grønn,2
Sykehuset Telemark HF,2023,lukket,8
Sykehuset Telemark HF,2024,gull,23
Sykehuset Telemark HF,2024,hybrid,7
Sykehuset Telemark HF,2024,hybrid_avtale,21
Sykehuset Telemark HF,2024,grønn,6
Sykehuset Telemark HF,2024,lukket,4
Sykehuset Telemark HF,2025,diamant,2
Sykehuset Telemark HF,2025,gull,26
Sykehuset Telemark HF,2025,hybrid,7
Sykehuset Telemark HF,2025,hybrid_avtale,13
Sykehuset Telemark HF,2025,lukket,5
Sykehuset i Vestfold HF,2013,diamant,2
Sykehuset i Vestfold HF,2013,gull,19
Sykehuset i Vestfold HF,2013,hybrid,5
Sykehuset i Vestfold HF,2013,grønn,6
Sykehuset i Vestfold HF,2013,lukket,43
Sykehuset i Vestfold HF,2014,diamant,2
Sykehuset i Vestfold HF,2014,gull,30
Sykehuset i Vestfold HF,2014,hybrid,10
Sykehuset i Vestfold HF,2014,grønn,9
Sykehuset i Vestfold HF,2014,lukket,53
Sykehuset i Vestfold HF,2015,diamant,1
Sykehuset i Vestfold HF,2015,gull,39
Sykehuset i Vestfold HF,2015,hybrid,10
Sykehuset i Vestfold HF,2015,grønn,8
Sykehuset i Vestfold HF,2015,lukket,54
Sykehuset i Vestfold HF,2016,diamant,4
Sykehuset i Vestfold HF,2016,gull,28
Sykehuset i Vestfold HF,2016,hybrid,13
Sykehuset i Vestfold HF,2016,grønn,11
Sykehuset i Vestfold HF,2016,lukket,52
Sykehuset i Vestfold HF,2017,diamant,8
Sykehuset i Vestfold HF,2017,gull,42
Sykehuset i Vestfold HF,2017,hybrid,22
Sykehuset i Vestfold HF,2017,grønn,22
Sykehuset i Vestfold HF,2017,lukket,43
Sykehuset i Vestfold HF,2018,diamant,5
Sykehuset i Vestfold HF,2018,gull,45
Sykehuset i Vestfold HF,2018,hybrid,17
Sykehuset i Vestfold HF,2018,grønn,25
Sykehuset i Vestfold HF,2018,lukket,40
Sykehuset i Vestfold HF,2019,diamant,8
Sykehuset i Vestfold HF,2019,gull,52
Sykehuset i Vestfold HF,2019,hybrid,13
Sykehuset i Vestfold HF,2019,hybrid_avtale,5
Sykehuset i Vestfold HF,2019,grønn,46
Sykehuset i Vestfold HF,2019,deponert,1
Sykehuset i Vestfold HF,2019,lukket,34
Sykehuset i Vestfold HF,2020,diamant,11
Sykehuset i Vestfold HF,2020,gull,64
Sykehuset i Vestfold HF,2020,hybrid,21
Sykehuset i Vestfold HF,2020,hybrid_avtale,22
Sykehuset i Vestfold HF,2020,grønn,20
Sykehuset i Vestfold HF,2020,lukket,26
Sykehuset i Vestfold HF,2021,diamant,6
Sykehuset i Vestfold HF,2021,gull,83
Sykehuset i Vestfold HF,2021,hybrid,15
Sykehuset i Vestfold HF,2021,hybrid_avtale,30
Sykehuset i Vestfold HF,2021,grønn,17
Sykehuset i Vestfold HF,2021,deponert,1
Sykehuset i Vestfold HF,2021,lukket,20
Sykehuset i Vestfold HF,2022,diamant,5
Sykehuset i Vestfold HF,2022,gull,88
Sykehuset i Vestfold HF,2022,hybrid,22
Sykehuset i Vestfold HF,2022,hybrid_avtale,35
Sykehuset i Vestfold HF,2022,grønn,15
Sykehuset i Vestfold HF,2022,lukket,22
Sykehuset i Vestfold HF,2023,diamant,8
Sykehuset i Vestfold HF,2023,gull,87
Sykehuset i Vestfold HF,2023,hybrid,21
Sykehuset i Vestfold HF,2023,hybrid_avtale,38
Sykehuset i Vestfold HF,2023,grønn,14
Sykehuset i Vestfold HF,2023,lukket,17
Sykehuset i Vestfold HF,2024,diamant,6
Sykehuset i Vestfold HF,2024,gull,71
Sykehuset i Vestfold HF,2024,hybrid,17
Sykehuset i Vestfold HF,2024,hybrid_avtale,34
Sykehuset i Vestfold HF,2024,grønn,13
Sykehuset i Vestfold HF,2024,lukket,12
Sykehuset i Vestfold HF,2025,diamant,4
Sykehuset i Vestfold HF,2025,gull,81
Sykehuset i Vestfold HF,2025,hybrid,45
Sykehuset i Vestfold HF,2025,hybrid_avtale,28
Sykehuset i Vestfold HF,2025,grønn,10
Sykehuset i Vestfold HF,2025,deponert,1
Sykehuset i Vestfold HF,2025,lukket,18
Sykehuset Østfold HF,2013,diamant,4
Sykehuset Østfold HF,2013,gull,8
Sykehuset Østfold HF,2013,hybrid,3
Sykehuset Østfold HF,2013,grønn,2
Sykehuset Østfold HF,2013,lukket,33
Sykehuset Østfold HF,2014,diamant,2
Sykehuset Østfold HF,2014,gull,11
Sykehuset Østfold HF,2014,hybrid,4
Sykehuset Østfold HF,2014,lukket,27
Sykehuset Østfold HF,2015,diamant,5
Sykehuset Østfold HF,2015,gull,8
Sykehuset Østfold HF,2015,grønn,2
Sykehuset Østfold HF,2015,lukket,27
Sykehuset Østfold HF,2016,diamant,1
Sykehuset Østfold HF,2016,gull,19
Sykehuset Østfold HF,2016,hybrid,6
Sykehuset Østfold HF,2016,grønn,7
Sykehuset Østfold HF,2016,lukket,46
Sykehuset Østfold HF,2017,diamant,2
Sykehuset Østfold HF,2017,gull,18
Sykehuset Østfold HF,2017,hybrid,7
Sykehuset Østfold HF,2017,grønn,8
Sykehuset Østfold HF,2017,lukket,37
Sykehuset Østfold HF,2018,diamant,1
Sykehuset Østfold HF,2018,gull,19
Sykehuset Østfold HF,2018,hybrid,9
Sykehuset Østfold HF,2018,grønn,13
Sykehuset Østfold HF,2018,lukket,21
Sykehuset Østfold HF,2019,diamant,3
Sykehuset Østfold HF,2019,gull,27
Sykehuset Østfold HF,2019,hybrid,8
Sykehuset Østfold HF,2019,hybrid_avtale,3
Sykehuset Østfold HF,2019,grønn,21
Sykehuset Østfold HF,2019,lukket,20
Sykehuset Østfold HF,2020,diamant,1
Sykehuset Østfold HF,2020,gull,50
Sykehuset Østfold HF,2020,hybrid,19
Sykehuset Østfold HF,2020,hybrid_avtale,18
Sykehuset Østfold HF,2020,grønn,23
Sykehuset Østfold HF,2020,lukket,22
Sykehuset Østfold HF,2021,diamant,3
Sykehuset Østfold HF,2021,gull,43
Sykehuset Østfold HF,2021,hybrid,14
Sykehuset Østfold HF,2021,hybrid_avtale,28
Sykehuset Østfold HF,2021,grønn,13
Sykehuset Østfold HF,2021,lukket,20
