institution,year,status,total
Helse Bergen HF - Haukeland universitetssykehus,2025,hybrid_agreement,147
Helse Bergen HF - Haukeland universitetssykehus,2025,green,67
Helse Bergen HF - Haukeland universitetssykehus,2025,deposited,20
Helse Bergen HF - Haukeland universitetssykehus,2025,closed,103
Helse Fonna HF,2013,diamond,3
Helse Fonna HF,2013,gold,15
Helse Fonna HF,2013,hybrid,3
Helse Fonna HF,2013,green,4
Helse Fonna HF,2013,closed,31
Helse Fonna HF,2014,gold,12
Helse Fonna HF,2014,hybrid,13
Helse Fonna HF,2014,green,4
Helse Fonna HF,2014,closed,18
Helse Fonna HF,2015,gold,8
Helse Fonna HF,2015,hybrid,13
Helse Fonna HF,2015,green,2
Helse Fonna HF,2015,closed,25
Helse Fonna HF,2016,gold,14
Helse Fonna HF,2016,hybrid,11
Helse Fonna HF,2016,green,2
Helse Fonna HF,2016,closed,28
Helse Fonna HF,2017,diamond,1
Helse Fonna HF,2017,gold,15
Helse Fonna HF,2017,hybrid,14
Helse Fonna HF,2017,green,6
Helse Fonna HF,2017,closed,31
Helse Fonna HF,2018,gold,17
Helse Fonna HF,2018,hybrid,1
Helse Fonna HF,2018,green,5
Helse Fonna HF,2018,closed,15
Helse Fonna HF,2019,gold,25
Helse Fonna HF,2019,hybrid,8
Helse Fonna HF,2019,hybrid_agreement,1
Helse Fonna HF,2019,green,16
Helse Fonna HF,2019,deposited,1
Helse Fonna HF,2019,closed,11
Helse Fonna HF,2020,gold,22
Helse Fonna HF,2020,hybrid,9
Helse Fonna HF,2020,hybrid_agreement,12
Helse Fonna HF,2020,green,13
Helse Fonna HF,2020,closed,9
Helse Fonna HF,2021,diamond,1
Helse Fonna HF,2021,gold,30
Helse Fonna HF,2021,hybrid,5
Helse Fonna HF,2021,hybrid_agreement,20
Helse Fonna HF,2021,green,5
Helse Fonna HF,2021,deposited,1
Helse Fonna HF,2021,closed,9
Helse Fonna HF,2022,diamond,1
Helse Fonna HF,2022,gold,29
Helse Fonna HF,2022,hybrid,12
Helse Fonna HF,2022,hybrid_agreement,13
Helse Fonna HF,2022,green,8
Helse Fonna HF,2022,closed,6
Helse Fonna HF,2023,diamond,4
Helse Fonna HF,2023,gold,21
Helse Fonna HF,2023,hybrid,5
Helse Fonna HF,2023,hybrid_agreement,24
Helse Fonna HF,2023,green,1
Helse Fonna HF,2023,closed,6
Helse Fonna HF,2024,diamond,2
Helse Fonna HF,2024,gold,25
Helse Fonna HF,2024,hybrid,3
Helse Fonna HF,2024,hybrid_agreement,17
Helse Fonna HF,2024,green,2
Helse Fonna HF,2024,closed,5
Helse Fonna HF,2025,diamond,3
Helse Fonna HF,2025,gold,31
Helse Fonna HF,2025,hybrid,11
Helse Fonna HF,2025,hybrid_agreement,15
Helse Fonna HF,2025,green,4
Helse Fonna HF,2025,closed,4
Helse Førde HF,2013,diamond,2
Helse Førde HF,2013,gold,10
Helse Førde HF,2013,hybrid,1
Helse Førde HF,2013,green,1
Helse Førde HF,2013,closed,14
Helse Førde HF,2014,diamond,1
Helse Førde HF,2014,gold,10
Helse Førde HF,2014,hybrid,2
Helse Førde HF,2014,green,5
Helse Førde HF,2014,closed,12
Helse Førde HF,2015,gold,9
Helse Førde HF,2015,hybrid,3
Helse Førde HF,2015,green,1
Helse Førde HF,2015,closed,6
Helse Førde HF,2016,gold,7
Helse Førde HF,2016,hybrid,6
Helse Førde HF,2016,green,5
Helse Førde HF,2016,closed,11
Helse Førde HF,2017,gold,8
Helse Førde HF,2017,hybrid,4
Helse Førde HF,2017,green,3
Helse Førde HF,2017,closed,16
Helse Førde HF,2018,diamond,1
Helse Førde HF,2018,gold,12
Helse Førde HF,2018,green,7
Helse Førde HF,2018,closed,12
Helse Førde HF,2019,diamond,1
Helse Førde HF,2019,gold,12
Helse Førde HF,2019,hybrid,6
Helse Førde HF,2019,hybrid_agreement,2
Helse Førde HF,2019,green,7
Helse Førde HF,2019,closed,8
Helse Førde HF,2020,gold,11
Helse Førde HF,2020,hybrid,2
Helse Førde HF,2020,hybrid_agreement,8
Helse Førde HF,2020,green,4
Helse Førde HF,2020,closed,8
Helse Førde HF,2021,gold,14
Helse Førde HF,2021,hybrid,6
Helse Førde HF,2021,hybrid_agreement,7
Helse Førde HF,2021,green,4
Helse Førde HF,2021,closed,7
Helse Førde HF,2022,diamond,1
Helse Førde HF,2022,gold,12
Helse Førde HF,2022,hybrid,7
Helse Førde HF,2022,hybrid_agreement,3
Helse Førde HF,2022,green,4
Helse Førde HF,2022,closed,3
Helse Førde HF,2023,diamond,2
Helse Førde HF,2023,gold,22
Helse Førde HF,2023,hybrid,7
Helse Førde HF,2023,hybrid_agreement,6
Helse Førde HF,2023,green,3
Helse Førde HF,2023,closed,4
Helse Førde HF,2024,diamond,4
Helse Førde HF,2024,gold,18
Helse Førde HF,2024,hybrid,8
Helse Førde HF,2024,hybrid_agreement,17
Helse Førde HF,2024,green,1
Helse Førde HF,2024,closed,7
Helse Førde HF,2025,diamond,2
Helse Førde HF,2025,gold,21
Helse Førde HF,2025,hybrid,12
Helse Førde HF,2025,hybrid_agreement,8
Helse Førde HF,2025,green,2
Helse Førde HF,2025,deposited,1
Helse Førde HF,2025,closed,7
Helse Møre og Romsdal HF,2013,diamond,2
Helse Møre og Romsdal HF,2013,gold,5
Helse Møre og Romsdal HF,2013,hybrid,4
Helse Møre og Romsdal HF,2013,green,1
Helse Møre og Romsdal HF,2013,closed,26
Helse Møre og Romsdal HF,2014,diamond,2
Helse Møre og Romsdal HF,2014,gold,11
Helse Møre og Romsdal HF,2014,hybrid,1
Helse Møre og Romsdal HF,2014,green,3
Helse Møre og Romsdal HF,2014,closed,16
Helse Møre og Romsdal HF,2015,diamond,1
Helse Møre og Romsdal HF,2015,gold,4
Helse Møre og Romsdal HF,2015,hybrid,3
Helse Møre og Romsdal HF,2015,green,1
Helse Møre og Romsdal HF,2015,closed,19
Helse Møre og Romsdal HF,2016,diamond,4
Helse Møre og Romsdal HF,2016,gold,9
Helse Møre og Romsdal HF,2016,hybrid,5
Helse Møre og Romsdal HF,2016,green,5
Helse Møre og Romsdal HF,2016,closed,28
Helse Møre og Romsdal HF,2017,diamond,5
Helse Møre og Romsdal HF,2017,gold,11
Helse Møre og Romsdal HF,2017,hybrid,6
Helse Møre og Romsdal HF,2017,green,10
Helse Møre og Romsdal HF,2017,closed,12
Helse Møre og Romsdal HF,2018,diamond,1
Helse Møre og Romsdal HF,2018,gold,14
Helse Møre og Romsdal HF,2018,hybrid,14
Helse Møre og Romsdal HF,2018,green,10
Helse Møre og Romsdal HF,2018,deposited,1
Helse Møre og Romsdal HF,2018,closed,21
Helse Møre og Romsdal HF,2019,diamond,7
Helse Møre og Romsdal HF,2019,gold,37
Helse Møre og Romsdal HF,2019,hybrid,8
Helse Møre og Romsdal HF,2019,hybrid_agreement,7
Helse Møre og Romsdal HF,2019,green,19
Helse Møre og Romsdal HF,2019,closed,10
Helse Møre og Romsdal HF,2020,diamond,3
Helse Møre og Romsdal HF,2020,gold,31
Helse Møre og Romsdal HF,2020,hybrid,10
Helse Møre og Romsdal HF,2020,hybrid_agreement,25
Helse Møre og Romsdal HF,2020,green,12
Helse Møre og Romsdal HF,2020,closed,12
Helse Møre og Romsdal HF,2021,diamond,7
Helse Møre og Romsdal HF,2021,gold,50
Helse Møre og Romsdal HF,2021,hybrid,11
Helse Møre og Romsdal HF,2021,hybrid_agreement,23
Helse Møre og Romsdal HF,2021,green,13
Helse Møre og Romsdal HF,2021,closed,9
Helse Møre og Romsdal HF,2022,diamond,2
Helse Møre og Romsdal HF,2022,gold,43
Helse Møre og Romsdal HF,2022,hybrid,13
Helse Møre og Romsdal HF,2022,hybrid_agreement,26
Helse Møre og Romsdal HF,2022,green,7
Helse Møre og Romsdal HF,2022,closed,5
Helse Møre og Romsdal HF,2023,diamond,1
Helse Møre og Romsdal HF,2023,gold,45
Helse Møre og Romsdal HF,2023,hybrid,11
Helse Møre og Romsdal HF,2023,hybrid_agreement,26
Helse Møre og Romsdal HF,2023,green,7
Helse Møre og Romsdal HF,2023,closed,8
Helse Møre og Romsdal HF,2024,diamond,3
Helse Møre og Romsdal HF,2024,gold,44
Helse Møre og Romsdal HF,2024,hybrid,17
Helse Møre og Romsdal HF,2024,hybrid_agreement,25
Helse Møre og Romsdal HF,2024,green,10
Helse Møre og Romsdal HF,2024,closed,4
Helse Møre og Romsdal HF,2025,diamond,3
Helse Møre og Romsdal HF,2025,gold,66
Helse Møre og Romsdal HF,2025,hybrid,14
Helse Møre og Romsdal HF,2025,hybrid_agreement,20
Helse Møre og Romsdal HF,2025,green,5
Helse Møre og Romsdal HF,2025,deposited,2
Helse Møre og Romsdal HF,2025,closed,7
Helse Nord RHF,2013,diamond,1
Helse Nord RHF,2013,gold,10
Helse Nord RHF,2013,green,1
Helse Nord RHF,2013,closed,3
Helse Nord RHF,2014,gold,2
Helse Nord RHF,2014,hybrid,3
Helse Nord RHF,2014,green,1
Helse Nord RHF,2014,closed,3
Helse Nord RHF,2015,gold,6
Helse Nord RHF,2015,hybrid,2
Helse Nord RHF,2015,green,2
Helse Nord RHF,2015,closed,5
Helse Nord RHF,2016,diamond,1
Helse Nord RHF,2016,gold,4
Helse Nord RHF,2016,green,1
Helse Nord RHF,2016,closed,2
Helse Nord RHF,2017,diamond,2
Helse Nord RHF,2017,gold,5
Helse Nord RHF,2017,hybrid,2
Helse Nord RHF,2017,green,2
Helse Nord RHF,2017,closed,3
Helse Nord RHF,2018,gold,4
Helse Nord RHF,2018,hybrid,1
Helse Nord RHF,2018,green,3
Helse Nord RHF,2018,closed,6
Helse Nord RHF,2019,gold,4
Helse Nord RHF,2019,hybrid,1
Helse Nord RHF,2019,hybrid_agreement,3
Helse Nord RHF,2019,green,2
Helse Nord RHF,2020,diamond,1
Helse Nord RHF,2020,gold,2
Helse Nord RHF,2020,hybrid,2
Helse Nord RHF,2020,hybrid_agreement,3
Helse Nord RHF,2020,green,1
Helse Nord RHF,2021,gold,4
Helse Nord RHF,2021,hybrid,1
Helse Nord RHF,2021,hybrid_agreement,2
Helse Nord RHF,2021,green,1
Helse Nord RHF,2021,closed,1
Helse Nord RHF,2022,diamond,2
Helse Nord RHF,2022,gold,3
Helse Nord RHF,2022,hybrid,1
Helse Nord RHF,2022,hybrid_agreement,3
Helse Nord RHF,2022,green,2
Helse Nord RHF,2023,hybrid_agreement,2
Helse Nord RHF,2023,green,1
Helse Nord RHF,2024,gold,5
Helse Nord RHF,2024,hybrid,1
Helse Nord RHF,2024,green,2
Helse Nord RHF,2024,closed,1
Helse Nord RHF,2025,gold,10
Helse Nord RHF,2025,hybrid,1
Helse Nord-Trøndelag HF,2013,diamond,1
Helse Nord-Trøndelag HF,2013,gold,13
Helse Nord-Trøndelag HF,2013,hybrid,3
Helse Nord-Trøndelag HF,2013,green,8
Helse Nord-Trøndelag HF,2013,closed,31
Helse Nord-Trøndelag HF,2014,diamond,1
Helse Nord-Trøndelag HF,2014,gold,7
Helse Nord-Trøndelag HF,2014,hybrid,7
Helse Nord-Trøndelag HF,2014,green,4
Helse Nord-Trøndelag HF,2014,closed,25
Helse Nord-Trøndelag HF,2015,diamond,3
Helse Nord-Trøndelag HF,2015,gold,14
Helse Nord-Trøndelag HF,2015,hybrid,6
Helse Nord-Trøndelag HF,2015,green,7
Helse Nord-Trøndelag HF,2015,closed,30
Helse Nord-Trøndelag HF,2016,diamond,1
Helse Nord-Trøndelag HF,2016,gold,18
Helse Nord-Trøndelag HF,2016,hybrid,7
Helse Nord-Trøndelag HF,2016,green,3
Helse Nord-Trøndelag HF,2016,closed,24
Helse Nord-Trøndelag HF,2017,diamond,1
Helse Nord-Trøndelag HF,2017,gold,14
Helse Nord-Trøndelag HF,2017,hybrid,3
Helse Nord-Trøndelag HF,2017,green,16
Helse Nord-Trøndelag HF,2017,closed,10
Helse Nord-Trøndelag HF,2018,diamond,1
Helse Nord-Trøndelag HF,2018,gold,16
Helse Nord-Trøndelag HF,2018,hybrid,10
Helse Nord-Trøndelag HF,2018,green,18
Helse Nord-Trøndelag HF,2018,closed,17
Helse Nord-Trøndelag HF,2019,diamond,2
Helse Nord-Trøndelag HF,2019,gold,31
Helse Nord-Trøndelag HF,2019,hybrid,11
Helse Nord-Trøndelag HF,2019,hybrid_agreement,5
Helse Nord-Trøndelag HF,2019,green,21
Helse Nord-Trøndelag HF,2019,closed,7
Helse Nord-Trøndelag HF,2020,diamond,4
Helse Nord-Trøndelag HF,2020,gold,27
Helse Nord-Trøndelag HF,2020,hybrid,16
Helse Nord-Trøndelag HF,2020,hybrid_agreement,18
Helse Nord-Trøndelag HF,2020,green,20
Helse Nord-Trøndelag HF,2020,closed,6
Helse Nord-Trøndelag HF,2021,diamond,4
Helse Nord-Trøndelag HF,2021,gold,38
Helse Nord-Trøndelag HF,2021,hybrid,20
Helse Nord-Trøndelag HF,2021,hybrid_agreement,16
Helse Nord-Trøndelag HF,2021,green,13
Helse Nord-Trøndelag HF,2021,deposited,1
Helse Nord-Trøndelag HF,2021,closed,6
Helse Nord-Trøndelag HF,2022,gold,54
Helse Nord-Trøndelag HF,2022,hybrid,16
Helse Nord-Trøndelag HF,2022,hybrid_agreement,29
Helse Nord-Trøndelag HF,2022,green,13
Helse Nord-Trøndelag HF,2022,closed,4
Helse Nord-Trøndelag HF,2023,diamond,6
Helse Nord-Trøndelag HF,2023,gold,44
Helse Nord-Trøndelag HF,2023,hybrid,28
Helse Nord-Trøndelag HF,2023,hybrid_agreement,26
Helse Nord-Trøndelag HF,2023,green,9
Helse Nord-Trøndelag HF,2023,closed,3
Helse Nord-Trøndelag HF,2024,diamond,7
Helse Nord-Trøndelag HF,2024,gold,70
Helse Nord-Trøndelag HF,2024,hybrid,13
Helse Nord-Trøndelag HF,2024,hybrid_agreement,35
Helse Nord-Trøndelag HF,2024,green,5
Helse Nord-Trøndelag HF,2024,deposited,1
Helse Nord-Trøndelag HF,2024,closed,4
Helse Nord-Trøndelag HF,2025,diamond,3
Helse Nord-Trøndelag HF,2025,gold,79
Helse Nord-Trøndelag HF,2025,hybrid,23
Helse Nord-Trøndelag HF,2025,hybrid_agreement,25
Helse Nord-Trøndelag HF,2025,green,13
Helse Nord-Trøndelag HF,2025,closed,8
Helse Stavanger HF - Stavanger universitetssjukehus,2013,diamond,5
Helse Stavanger HF - Stavanger universitetssjukehus,2013,gold,45
Helse Stavanger HF - Stavanger universitetssjukehus,2013,hybrid,13
Helse Stavanger HF - Stavanger universitetssjukehus,2013,green,16
Helse Stavanger HF - Stavanger universitetssjukehus,2013,closed,115
Helse Stavanger HF - Stavanger universitetssjukehus,2014,diamond,4
Helse Stavanger HF - Stavanger universitetssjukehus,2014,gold,48
Helse Stavanger HF - Stavanger universitetssjukehus,2014,hybrid,16
Helse Stavanger HF - Stavanger universitetssjukehus,2014,green,11
Helse Stavanger HF - Stavanger universitetssjukehus,2014,closed,125
Helse Stavanger HF - Stavanger universitetssjukehus,2015,diamond,2
Helse Stavanger HF - Stavanger universitetssjukehus,2015,gold,48
Helse Stavanger HF - Stavanger universitetssjukehus,2015,hybrid,21
Helse Stavanger HF - Stavanger universitetssjukehus,2015,green,26
Helse Stavanger HF - Stavanger universitetssjukehus,2015,closed,115
Helse Stavanger HF - Stavanger universitetssjukehus,2016,diamond,5
Helse Stavanger HF - Stavanger universitetssjukehus,2016,gold,39
Helse Stavanger HF - Stavanger universitetssjukehus,2016,hybrid,29
Helse Stavanger HF - Stavanger universitetssjukehus,2016,green,26
Helse Stavanger HF - Stavanger universitetssjukehus,2016,closed,120
Helse Stavanger HF - Stavanger universitetssjukehus,2017,diamond,7
Helse Stavanger HF - Stavanger universitetssjukehus,2017,gold,76
Helse Stavanger HF - Stavanger universitetssjukehus,2017,hybrid,24
Helse Stavanger HF - Stavanger universitetssjukehus,2017,green,28
Helse Stavanger HF - Stavanger universitetssjukehus,2017,closed,121
Helse Stavanger HF - Stavanger universitetssjukehus,2018,diamond,10
Helse Stavanger HF - Stavanger universitetssjukehus,2018,gold,93
Helse Stavanger HF - Stavanger universitetssjukehus,2018,hybrid,32
Helse Stavanger HF - Stavanger universitetssjukehus,2018,green,36
Helse Stavanger HF - Stavanger universitetssjukehus,2018,closed,117
Helse Stavanger HF - Stavanger universitetssjukehus,2019,diamond,4
Helse Stavanger HF - Stavanger universitetssjukehus,2019,gold,85
Helse Stavanger HF - Stavanger universitetssjukehus,2019,hybrid,40
Helse Stavanger HF - Stavanger universitetssjukehus,2019,hybrid_agreement,16
Helse Stavanger HF - Stavanger universitetssjukehus,2019,green,60
Helse Stavanger HF - Stavanger universitetssjukehus,2019,deposited,1
Helse Stavanger HF - Stavanger universitetssjukehus,2019,closed,84
Helse Stavanger HF - Stavanger universitetssjukehus,2020,diamond,3
Helse Stavanger HF - Stavanger universitetssjukehus,2020,gold,112
Helse Stavanger HF - Stavanger universitetssjukehus,2020,hybrid,35
Helse Stavanger HF - Stavanger universitetssjukehus,2020,hybrid_agreement,51
Helse Stavanger HF - Stavanger universitetssjukehus,2020,green,41
Helse Stavanger HF - Stavanger universitetssjukehus,2020,closed,91
Helse Stavanger HF - Stavanger universitetssjukehus,2021,diamond,7
Helse Stavanger HF - Stavanger universitetssjukehus,2021,gold,132
Helse Stavanger HF - Stavanger universitetssjukehus,2021,hybrid,39
Helse Stavanger HF - Stavanger universitetssjukehus,2021,hybrid_agreement,73
Helse Stavanger HF - Stavanger universitetssjukehus,2021,green,32
Helse Stavanger HF - Stavanger universitetssjukehus,2021,deposited,1
Helse Stavanger HF - Stavanger universitetssjukehus,2021,closed,63
Helse Stavanger HF - Stavanger universitetssjukehus,2022,diamond,5
Helse Stavanger HF - Stavanger universitetssjukehus,2022,gold,148
Helse Stavanger HF - Stavanger universitetssjukehus,2022,hybrid,55
Helse Stavanger HF - Stavanger universitetssjukehus,2022,hybrid_agreement,66
Helse Stavanger HF - Stavanger universitetssjukehus,2022,green,38
Helse Stavanger HF - Stavanger universitetssjukehus,2022,closed,41
Helse Stavanger HF - Stavanger universitetssjukehus,2023,diamond,10
Helse Stavanger HF - Stavanger universitetssjukehus,2023,gold,157
Helse Stavanger HF - Stavanger universitetssjukehus,2023,hybrid,69
Helse Stavanger HF - Stavanger universitetssjukehus,2023,hybrid_agreement,63
Helse Stavanger HF - Stavanger universitetssjukehus,2023,green,24
Helse Stavanger HF - Stavanger universitetssjukehus,2023,closed,30
Helse Stavanger HF - Stavanger universitetssjukehus,2024,diamond,13
Helse Stavanger HF - Stavanger universitetssjukehus,2024,gold,158
Helse Stavanger HF - Stavanger universitetssjukehus,2024,hybrid,67
Helse Stavanger HF - Stavanger universitetssjukehus,2024,hybrid_agreement,69
Helse Stavanger HF - Stavanger universitetssjukehus,2024,green,18
Helse Stavanger HF - Stavanger universitetssjukehus,2024,closed,29
Helse Stavanger HF - Stavanger universitetssjukehus,2025,diamond,8
Helse Stavanger HF - Stavanger universitetssjukehus,2025,gold,172
Helse Stavanger HF - Stavanger universitetssjukehus,2025,hybrid,75
Helse Stavanger HF - Stavanger universitetssjukehus,2025,hybrid_agreement,43
Helse Stavanger HF - Stavanger universitetssjukehus,2025,green,23
Helse Stavanger HF - Stavanger universitetssjukehus,2025,deposited,1
Helse Stavanger HF - Stavanger universitetssjukehus,2025,closed,39
Helse Vest IKT,2017,hybrid,1
Helse Vest IKT,2018,gold,1
Helse Vest IKT,2021,hybrid,1
Helse Vest IKT,2021,hybrid_agreement,1
Helse Vest IKT,2022,gold,1
Helse Vest IKT,2022,closed,2
Helse Vest IKT,2023,gold,1
Helse Vest IKT,2023,hybrid,1
Helse Vest IKT,2023,green,1
Helse Vest IKT,2024,gold,1
Helse Vest IKT,2024,hybrid,3
Helse Vest IKT,2024,closed,1
Helse Vest IKT,2025,hybrid_agreement,1
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2013,diamond,4
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2013,gold,4
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2013,green,5
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2013,closed,45
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2014,diamond,2
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2014,gold,11
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2014,hybrid,5
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2014,green,4
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2014,closed,40
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2015,diamond,6
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2015,gold,13
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2015,hybrid,3
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2015,green,14
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2015,closed,58
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2016,diamond,5
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2016,gold,18
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2016,hybrid,3
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2016,green,29
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2016,closed,34
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2017,diamond,4
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2017,gold,18
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2017,hybrid,1
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2017,green,28
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2017,closed,59
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2018,diamond,2
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2018,gold,20
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2018,hybrid,5
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2018,green,31
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2018,closed,51
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,diamond,2
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,gold,20
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,hybrid,1
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,hybrid_agreement,9
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,green,22
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2019,closed,34
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,diamond,7
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,gold,32
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,hybrid,7
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,hybrid_agreement,20
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,green,35
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2020,closed,46
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,diamond,8
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,gold,48
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,hybrid,7
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,hybrid_agreement,43
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,green,15
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2021,closed,27
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,diamond,8
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,gold,51
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,hybrid,13
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,hybrid_agreement,29
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,green,16
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2022,closed,14
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,diamond,2
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,gold,37
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,hybrid,16
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,hybrid_agreement,38
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,green,19
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2023,closed,20
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,diamond,7
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,gold,41
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,hybrid,9
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,hybrid_agreement,38
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,green,15
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2024,closed,15
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,diamond,5
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,gold,66
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,hybrid,15
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,hybrid_agreement,46
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,green,10
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,deposited,1
Høgskolen i Molde - Vitenskapelig høgskole i logistikk,2025,closed,20
Høgskolen i Østfold,2013,diamond,8
Høgskolen i Østfold,2013,gold,2
Høgskolen i Østfold,2013,hybrid,2
Høgskolen i Østfold,2013,green,2
Høgskolen i Østfold,2013,closed,57
Høgskolen i Østfold,2014,diamond,12
Høgskolen i Østfold,2014,gold,9
Høgskolen i Østfold,2014,hybrid,4
Høgskolen i Østfold,2014,green,8
Høgskolen i Østfold,2014,closed,53
Høgskolen i Østfold,2015,diamond,10
Høgskolen i Østfold,2015,gold,11
Høgskolen i Østfold,2015,hybrid,5
Høgskolen i Østfold,2015,green,2
Høgskolen i Østfold,2015,closed,58
Høgskolen i Østfold,2016,diamond,12
Høgskolen i Østfold,2016,gold,17
Høgskolen i Østfold,2016,hybrid,3
Høgskolen i Østfold,2016,green,14
Høgskolen i Østfold,2016,closed,82
Høgskolen i Østfold,2017,diamond,13
Høgskolen i Østfold,2017,gold,27
Høgskolen i Østfold,2017,hybrid,9
Høgskolen i Østfold,2017,green,37
Høgskolen i Østfold,2017,closed,49
Høgskolen i Østfold,2018,diamond,17
Høgskolen i Østfold,2018,gold,30
Høgskolen i Østfold,2018,hybrid,22
Høgskolen i Østfold,2018,green,28
Høgskolen i Østfold,2018,closed,54
Høgskolen i Østfold,2019,diamond,9
Høgskolen i Østfold,2019,gold,40
Høgskolen i Østfold,2019,hybrid,11
Høgskolen i Østfold,2019,hybrid_agreement,10
Høgskolen i Østfold,2019,green,40
Høgskolen i Østfold,2019,closed,58
Høgskolen i Østfold,2020,diamond,12
Høgskolen i Østfold,2020,gold,67
Høgskolen i Østfold,2020,hybrid,13
Høgskolen i Østfold,2020,hybrid_agreement,38
Høgskolen i Østfold,2020,green,33
Høgskolen i Østfold,2020,closed,69
Høgskolen i Østfold,2021,diamond,24
Høgskolen i Østfold,2021,gold,103
Høgskolen i Østfold,2021,hybrid,29
Høgskolen i Østfold,2021,hybrid_agreement,40
Høgskolen i Østfold,2021,green,25
Høgskolen i Østfold,2021,closed,95
Høgskolen i Østfold,2022,diamond,27
Høgskolen i Østfold,2022,gold,119
Høgskolen i Østfold,2022,hybrid,30
Høgskolen i Østfold,2022,hybrid_agreement,44
Høgskolen i Østfold,2022,green,13
Høgskolen i Østfold,2022,closed,69
Høgskolen i Østfold,2023,diamond,29
Høgskolen i Østfold,2023,gold,109
Høgskolen i Østfold,2023,hybrid,40
Høgskolen i Østfold,2023,hybrid_agreement,39
Høgskolen i Østfold,2023,green,25
Høgskolen i Østfold,2023,deposited,1
