institution,year,status,total
Tannhelsetjenestens kompetansesentre,2023,green,2
Tannhelsetjenestens kompetansesentre,2023,closed,8
Tannhelsetjenestens kompetansesentre,2024,gold,37
Tannhelsetjenestens kompetansesentre,2024,hybrid,10
Tannhelsetjenestens kompetansesentre,2024,hybrid_agreement,17
Tannhelsetjenestens kompetansesentre,2024,green,3
Tannhelsetjenestens kompetansesentre,2024,closed,5
Telemarksforsking,2013,diamond,1
Telemarksforsking,2013,gold,1
Telemarksforsking,2013,closed,6
Telemarksforsking,2014,diamond,3
Telemarksforsking,2014,green,1
Telemarksforsking,2014,closed,3
Telemarksforsking,2015,diamond,2
Telemarksforsking,2015,gold,1
Telemarksforsking,2015,closed,7
Telemarksforsking,2016,diamond,1
Telemarksforsking,2016,gold,1
Telemarksforsking,2016,green,1
Telemarksforsking,2016,closed,7
Telemarksforsking,2017,diamond,8
Telemarksforsking,2017,green,1
Telemarksforsking,2017,closed,5
Telemarksforsking,2018,diamond,4
Telemarksforsking,2018,closed,3
Telemarksforsking,2019,diamond,5
Telemarksforsking,2019,gold,1
Telemarksforsking,2019,green,2
Telemarksforsking,2019,closed,2
Telemarksforsking,2020,diamond,8
Telemarksforsking,2020,closed,3
Telemarksforsking,2021,diamond,2
Telemarksforsking,2021,gold,2
Telemarksforsking,2021,green,2
Telemarksforsking,2021,closed,9
Telemarksforsking,2022,diamond,10
Telemarksforsking,2022,hybrid_agreement,1
Telemarksforsking,2022,green,3
Telemarksforsking,2022,closed,2
Telemarksforsking,2023,diamond,6
Telemarksforsking,2023,gold,4
Telemarksforsking,2023,closed,4
Telemarksforsking,2024,diamond,5
Telemarksforsking,2024,gold,2
Telemarksforsking,2024,hybrid,3
Telemarksforsking,2024,hybrid_agreement,2
Telemarksforsking,2024,closed,7
Telemarksforsking,2025,diamond,6
Telemarksforsking,2025,gold,3
Telemarksforsking,2025,hybrid,1
Telemarksforsking,2025,hybrid_agreement,3
Telemarksforsking,2025,green,1
Telemarksforsking,2025,closed,3
Transportøkonomisk institutt,2013,hybrid,1
Transportøkonomisk institutt,2013,green,22
Transportøkonomisk institutt,2013,closed,12
Transportøkonomisk institutt,2014,diamond,1
Transportøkonomisk institutt,2014,gold,6
Transportøkonomisk institutt,2014,hybrid,1
Transportøkonomisk institutt,2014,green,23
Transportøkonomisk institutt,2014,closed,14
Transportøkonomisk institutt,2015,gold,6
Transportøkonomisk institutt,2015,hybrid,1
Transportøkonomisk institutt,2015,green,27
Transportøkonomisk institutt,2015,closed,14
Transportøkonomisk institutt,2016,diamond,1
Transportøkonomisk institutt,2016,gold,9
Transportøkonomisk institutt,2016,hybrid,5
Transportøkonomisk institutt,2016,green,26
Transportøkonomisk institutt,2016,closed,2
Transportøkonomisk institutt,2017,diamond,1
Transportøkonomisk institutt,2017,gold,14
Transportøkonomisk institutt,2017,hybrid,3
Transportøkonomisk institutt,2017,green,33
Transportøkonomisk institutt,2018,gold,3
Transportøkonomisk institutt,2018,hybrid,11
Transportøkonomisk institutt,2018,green,34
Transportøkonomisk institutt,2019,diamond,4
Transportøkonomisk institutt,2019,gold,13
Transportøkonomisk institutt,2019,hybrid,2
Transportøkonomisk institutt,2019,hybrid_agreement,20
Transportøkonomisk institutt,2019,green,13
Transportøkonomisk institutt,2019,closed,1
Transportøkonomisk institutt,2020,gold,13
Transportøkonomisk institutt,2020,hybrid_agreement,18
Transportøkonomisk institutt,2020,green,12
Transportøkonomisk institutt,2020,closed,2
Transportøkonomisk institutt,2021,diamond,1
Transportøkonomisk institutt,2021,gold,19
Transportøkonomisk institutt,2021,hybrid,10
Transportøkonomisk institutt,2021,hybrid_agreement,25
Transportøkonomisk institutt,2021,green,16
Transportøkonomisk institutt,2021,closed,1
Transportøkonomisk institutt,2022,gold,25
Transportøkonomisk institutt,2022,hybrid,7
Transportøkonomisk institutt,2022,hybrid_agreement,25
Transportøkonomisk institutt,2022,green,5
Transportøkonomisk institutt,2022,closed,4
Transportøkonomisk institutt,2023,gold,20
Transportøkonomisk institutt,2023,hybrid,12
Transportøkonomisk institutt,2023,hybrid_agreement,28
Transportøkonomisk institutt,2023,green,12
Transportøkonomisk institutt,2023,closed,1
Transportøkonomisk institutt,2024,diamond,6
Transportøkonomisk institutt,2024,gold,19
Transportøkonomisk institutt,2024,hybrid,9
Transportøkonomisk institutt,2024,hybrid_agreement,30
Transportøkonomisk institutt,2024,green,6
Transportøkonomisk institutt,2025,diamond,1
Transportøkonomisk institutt,2025,gold,25
Transportøkonomisk institutt,2025,hybrid,10
Transportøkonomisk institutt,2025,hybrid_agreement,25
Transportøkonomisk institutt,2025,green,8
Transportøkonomisk institutt,2025,deposited,1
Transportøkonomisk institutt,2025,closed,1
UiT Norges arktiske universitet,2013,diamond,43
UiT Norges arktiske universitet,2013,gold,219
UiT Norges arktiske universitet,2013,hybrid,66
UiT Norges arktiske universitet,2013,green,191
UiT Norges arktiske universitet,2013,closed,835
UiT Norges arktiske universitet,2014,diamond,90
UiT Norges arktiske universitet,2014,gold,250
UiT Norges arktiske universitet,2014,hybrid,84
UiT Norges arktiske universitet,2014,green,257
UiT Norges arktiske universitet,2014,closed,755
UiT Norges arktiske universitet,2015,diamond,75
UiT Norges arktiske universitet,2015,gold,313
UiT Norges arktiske universitet,2015,hybrid,127
UiT Norges arktiske universitet,2015,green,304
UiT Norges arktiske universitet,2015,deposited,2
UiT Norges arktiske universitet,2015,closed,782
UiT Norges arktiske universitet,2016,diamond,85
UiT Norges arktiske universitet,2016,gold,367
UiT Norges arktiske universitet,2016,hybrid,116
UiT Norges arktiske universitet,2016,green,353
UiT Norges arktiske universitet,2016,deposited,1
UiT Norges arktiske universitet,2016,closed,715
UiT Norges arktiske universitet,2017,diamond,89
UiT Norges arktiske universitet,2017,gold,387
UiT Norges arktiske universitet,2017,hybrid,134
UiT Norges arktiske universitet,2017,green,518
UiT Norges arktiske universitet,2017,closed,529
UiT Norges arktiske universitet,2018,diamond,108
UiT Norges arktiske universitet,2018,gold,519
UiT Norges arktiske universitet,2018,hybrid,151
UiT Norges arktiske universitet,2018,green,548
UiT Norges arktiske universitet,2018,closed,493
UiT Norges arktiske universitet,2019,diamond,121
UiT Norges arktiske universitet,2019,gold,556
UiT Norges arktiske universitet,2019,hybrid,147
UiT Norges arktiske universitet,2019,hybrid_agreement,102
UiT Norges arktiske universitet,2019,green,690
UiT Norges arktiske universitet,2019,closed,252
UiT Norges arktiske universitet,2020,diamond,127
UiT Norges arktiske universitet,2020,gold,675
UiT Norges arktiske universitet,2020,hybrid,170
UiT Norges arktiske universitet,2020,hybrid_agreement,350
UiT Norges arktiske universitet,2020,green,475
UiT Norges arktiske universitet,2020,closed,214
UiT Norges arktiske universitet,2021,diamond,117
UiT Norges arktiske universitet,2021,gold,851
UiT Norges arktiske universitet,2021,hybrid,227
UiT Norges arktiske universitet,2021,hybrid_agreement,383
UiT Norges arktiske universitet,2021,green,408
UiT Norges arktiske universitet,2021,deposited,1
UiT Norges arktiske universitet,2021,closed,184
UiT Norges arktiske universitet,2022,diamond,143
UiT Norges arktiske universitet,2022,gold,860
UiT Norges arktiske universitet,2022,hybrid,226
UiT Norges arktiske universitet,2022,hybrid_agreement,385
UiT Norges arktiske universitet,2022,green,403
UiT Norges arktiske universitet,2022,closed,156
UiT Norges arktiske universitet,2023,diamond,121
UiT Norges arktiske universitet,2023,gold,819
UiT Norges arktiske universitet,2023,hybrid,253
UiT Norges arktiske universitet,2023,hybrid_agreement,403
UiT Norges arktiske universitet,2023,green,353
UiT Norges arktiske universitet,2023,deposited,1
UiT Norges arktiske universitet,2023,closed,96
UiT Norges arktiske universitet,2024,diamond,97
UiT Norges arktiske universitet,2024,gold,768
UiT Norges arktiske universitet,2024,hybrid,257
UiT Norges arktiske universitet,2024,hybrid_agreement,400
UiT Norges arktiske universitet,2024,green,293
UiT Norges arktiske universitet,2024,deposited,1
UiT Norges arktiske universitet,2024,closed,76
UiT Norges arktiske universitet,2025,diamond,87
UiT Norges arktiske universitet,2025,gold,845
UiT Norges arktiske universitet,2025,hybrid,300
UiT Norges arktiske universitet,2025,hybrid_agreement,362
UiT Norges arktiske universitet,2025,green,292
UiT Norges arktiske universitet,2025,deposited,42
UiT Norges arktiske universitet,2025,closed,94
Unicare,2022,gold,2
Unicare,2022,hybrid,1
Unicare,2022,hybrid_agreement,3
Unicare,2022,green,1
Unicare,2023,gold,9
Unicare,2023,hybrid,1
Unicare,2023,hybrid_agreement,4
Unicare,2023,green,1
Unicare,2024,gold,11
Unicare,2024,hybrid,1
Unicare,2024,hybrid_agreement,3
Unicare,2024,green,2
Unicare,2024,closed,1
Universitetet i Agder,2013,diamond,13
Universitetet i Agder,2013,gold,66
Universitetet i Agder,2013,hybrid,54
Universitetet i Agder,2013,green,102
Universitetet i Agder,2013,closed,247
Universitetet i Agder,2014,diamond,17
Universitetet i Agder,2014,gold,91
Universitetet i Agder,2014,hybrid,40
Universitetet i Agder,2014,green,112
Universitetet i Agder,2014,closed,246
Universitetet i Agder,2015,diamond,22
Universitetet i Agder,2015,gold,60
Universitetet i Agder,2015,hybrid,12
Universitetet i Agder,2015,green,93
Universitetet i Agder,2015,closed,288
Universitetet i Agder,2016,diamond,21
Universitetet i Agder,2016,gold,72
Universitetet i Agder,2016,hybrid,15
Universitetet i Agder,2016,green,102
Universitetet i Agder,2016,closed,246
Universitetet i Agder,2017,diamond,45
Universitetet i Agder,2017,gold,82
Universitetet i Agder,2017,hybrid,42
Universitetet i Agder,2017,green,124
Universitetet i Agder,2017,closed,247
Universitetet i Agder,2018,diamond,40
Universitetet i Agder,2018,gold,85
Universitetet i Agder,2018,hybrid,38
Universitetet i Agder,2018,green,142
Universitetet i Agder,2018,deposited,1
Universitetet i Agder,2018,closed,239
Universitetet i Agder,2019,diamond,31
Universitetet i Agder,2019,gold,120
Universitetet i Agder,2019,hybrid,43
Universitetet i Agder,2019,hybrid_agreement,30
Universitetet i Agder,2019,green,162
Universitetet i Agder,2019,deposited,1
Universitetet i Agder,2019,closed,209
Universitetet i Agder,2020,diamond,57
Universitetet i Agder,2020,gold,145
Universitetet i Agder,2020,hybrid,46
Universitetet i Agder,2020,hybrid_agreement,123
Universitetet i Agder,2020,green,204
Universitetet i Agder,2020,closed,169
Universitetet i Agder,2021,diamond,68
Universitetet i Agder,2021,gold,226
Universitetet i Agder,2021,hybrid,72
Universitetet i Agder,2021,hybrid_agreement,204
Universitetet i Agder,2021,green,176
Universitetet i Agder,2021,closed,185
Universitetet i Agder,2022,diamond,46
Universitetet i Agder,2022,gold,275
Universitetet i Agder,2022,hybrid,140
Universitetet i Agder,2022,hybrid_agreement,149
Universitetet i Agder,2022,green,119
Universitetet i Agder,2022,closed,198
Universitetet i Agder,2023,diamond,74
Universitetet i Agder,2023,gold,278
Universitetet i Agder,2023,hybrid,105
Universitetet i Agder,2023,hybrid_agreement,159
Universitetet i Agder,2023,green,101
Universitetet i Agder,2023,deposited,1
Universitetet i Agder,2023,closed,212
Universitetet i Agder,2024,diamond,63
Universitetet i Agder,2024,gold,278
Universitetet i Agder,2024,hybrid,97
Universitetet i Agder,2024,hybrid_agreement,180
Universitetet i Agder,2024,green,80
Universitetet i Agder,2024,closed,202
Universitetet i Agder,2025,diamond,61
Universitetet i Agder,2025,gold,290
Universitetet i Agder,2025,hybrid,133
Universitetet i Agder,2025,hybrid_agreement,140
Universitetet i Agder,2025,green,118
Universitetet i Agder,2025,deposited,18
Universitetet i Agder,2025,closed,167
Universitetet i Bergen,2013,diamond,55
Universitetet i Bergen,2013,gold,365
Universitetet i Bergen,2013,hybrid,215
Universitetet i Bergen,2013,green,262
Universitetet i Bergen,2013,deposited,2
Universitetet i Bergen,2013,closed,1689
Universitetet i Bergen,2014,diamond,124
Universitetet i Bergen,2014,gold,437
Universitetet i Bergen,2014,hybrid,263
Universitetet i Bergen,2014,green,323
Universitetet i Bergen,2014,closed,1344
Universitetet i Bergen,2015,diamond,154
Universitetet i Bergen,2015,gold,480
Universitetet i Bergen,2015,hybrid,371
Universitetet i Bergen,2015,green,260
Universitetet i Bergen,2015,deposited,1
Universitetet i Bergen,2015,closed,1377
Universitetet i Bergen,2016,diamond,199
Universitetet i Bergen,2016,gold,554
Universitetet i Bergen,2016,hybrid,405
Universitetet i Bergen,2016,green,295
Universitetet i Bergen,2016,closed,1303
Universitetet i Bergen,2017,diamond,161
Universitetet i Bergen,2017,gold,679
Universitetet i Bergen,2017,hybrid,380
Universitetet i Bergen,2017,green,373
Universitetet i Bergen,2017,deposited,1
Universitetet i Bergen,2017,closed,1224
Universitetet i Bergen,2018,diamond,180
Universitetet i Bergen,2018,gold,727
Universitetet i Bergen,2018,hybrid,433
Universitetet i Bergen,2018,green,412
Universitetet i Bergen,2018,deposited,1
Universitetet i Bergen,2018,closed,1208
Universitetet i Bergen,2019,diamond,224
Universitetet i Bergen,2019,gold,824
Universitetet i Bergen,2019,hybrid,385
Universitetet i Bergen,2019,hybrid_agreement,183
Universitetet i Bergen,2019,green,712
Universitetet i Bergen,2019,closed,762
Universitetet i Bergen,2020,diamond,229
Universitetet i Bergen,2020,gold,967
Universitetet i Bergen,2020,hybrid,337
Universitetet i Bergen,2020,hybrid_agreement,536
Universitetet i Bergen,2020,green,523
Universitetet i Bergen,2020,closed,574
Universitetet i Bergen,2021,diamond,219
Universitetet i Bergen,2021,gold,1091
Universitetet i Bergen,2021,hybrid,406
Universitetet i Bergen,2021,hybrid_agreement,678
Universitetet i Bergen,2021,green,407
Universitetet i Bergen,2021,deposited,2
Universitetet i Bergen,2021,closed,525
Universitetet i Bergen,2022,diamond,166
Universitetet i Bergen,2022,gold,1137
Universitetet i Bergen,2022,hybrid,397
Universitetet i Bergen,2022,hybrid_agreement,602
Universitetet i Bergen,2022,green,345
Universitetet i Bergen,2022,closed,383
Universitetet i Bergen,2023,diamond,289
Universitetet i Bergen,2023,gold,1091
Universitetet i Bergen,2023,hybrid,453
Universitetet i Bergen,2023,hybrid_agreement,660
Universitetet i Bergen,2023,green,260
Universitetet i Bergen,2023,closed,374
Universitetet i Bergen,2024,diamond,215
Universitetet i Bergen,2024,gold,1122
Universitetet i Bergen,2024,hybrid,461
Universitetet i Bergen,2024,hybrid_agreement,729
Universitetet i Bergen,2024,green,235
Universitetet i Bergen,2024,deposited,2
Universitetet i Bergen,2024,closed,280
Universitetet i Bergen,2025,diamond,259
Universitetet i Bergen,2025,gold,1132
Universitetet i Bergen,2025,hybrid,475
Universitetet i Bergen,2025,hybrid_agreement,537
Universitetet i Bergen,2025,green,297
Universitetet i Bergen,2025,deposited,114
Universitetet i Bergen,2025,closed,213
Universitetet i Innlandet,2013,diamond,12
Universitetet i Innlandet,2013,gold,21
Universitetet i Innlandet,2013,hybrid,5
Universitetet i Innlandet,2013,green,27
Universitetet i Innlandet,2013,closed,115
Universitetet i Innlandet,2014,diamond,18
Universitetet i Innlandet,2014,gold,35
Universitetet i Innlandet,2014,hybrid,11
Universitetet i Innlandet,2014,green,40
Universitetet i Innlandet,2014,closed,125
Universitetet i Innlandet,2015,diamond,20
Universitetet i Innlandet,2015,gold,43
Universitetet i Innlandet,2015,hybrid,15
Universitetet i Innlandet,2015,green,16
Universitetet i Innlandet,2015,closed,131
Universitetet i Innlandet,2016,diamond,17
Universitetet i Innlandet,2016,gold,55
Universitetet i Innlandet,2016,hybrid,18
Universitetet i Innlandet,2016,green,37
Universitetet i Innlandet,2016,closed,133
Universitetet i Innlandet,2017,diamond,27
Universitetet i Innlandet,2017,gold,61
Universitetet i Innlandet,2017,hybrid,12
Universitetet i Innlandet,2017,green,64
Universitetet i Innlandet,2017,closed,139
Universitetet i Innlandet,2018,diamond,33
Universitetet i Innlandet,2018,gold,70
Universitetet i Innlandet,2018,hybrid,20
Universitetet i Innlandet,2018,green,86
Universitetet i Innlandet,2018,closed,105
Universitetet i Innlandet,2019,diamond,30
Universitetet i Innlandet,2019,gold,86
Universitetet i Innlandet,2019,hybrid,15
Universitetet i Innlandet,2019,hybrid_agreement,17
Universitetet i Innlandet,2019,green,115
Universitetet i Innlandet,2019,deposited,1
Universitetet i Innlandet,2019,closed,98
Universitetet i Innlandet,2020,diamond,46
Universitetet i Innlandet,2020,gold,117
Universitetet i Innlandet,2020,hybrid,17
Universitetet i Innlandet,2020,hybrid_agreement,58
Universitetet i Innlandet,2020,green,63
Universitetet i Innlandet,2020,closed,73
Universitetet i Innlandet,2021,diamond,42
Universitetet i Innlandet,2021,gold,156
Universitetet i Innlandet,2021,hybrid,47
Universitetet i Innlandet,2021,hybrid_agreement,78
Universitetet i Innlandet,2021,green,70
Universitetet i Innlandet,2021,closed,64
Universitetet i Innlandet,2022,diamond,47
Universitetet i Innlandet,2022,gold,164
Universitetet i Innlandet,2022,hybrid,58
Universitetet i Innlandet,2022,hybrid_agreement,81
Universitetet i Innlandet,2022,green,69
Universitetet i Innlandet,2022,closed,42
Universitetet i Innlandet,2023,diamond,48
Universitetet i Innlandet,2023,gold,200
Universitetet i Innlandet,2023,hybrid,79
Universitetet i Innlandet,2023,hybrid_agreement,127
Universitetet i Innlandet,2023,green,61
Universitetet i Innlandet,2023,closed,86
Universitetet i Innlandet,2024,diamond,69
Universitetet i Innlandet,2024,gold,218
Universitetet i Innlandet,2024,hybrid,99
Universitetet i Innlandet,2024,hybrid_agreement,152
Universitetet i Innlandet,2024,green,58
Universitetet i Innlandet,2024,deposited,1
Universitetet i Innlandet,2024,closed,104
Universitetet i Innlandet,2025,diamond,70
Universitetet i Innlandet,2025,gold,204
Universitetet i Innlandet,2025,hybrid,96
Universitetet i Innlandet,2025,hybrid_agreement,133
Universitetet i Innlandet,2025,green,67
Universitetet i Innlandet,2025,deposited,17
Universitetet i Innlandet,2025,closed,45
Universitetet i Oslo,2013,diamond,84
Universitetet i Oslo,2013,gold,584
Universitetet i Oslo,2013,hybrid,278
Universitetet i Oslo,2013,green,511
Universitetet i Oslo,2013,deposited,1
Universitetet i Oslo,2013,closed,2702
Universitetet i Oslo,2014,diamond,191
Universitetet i Oslo,2014,gold,697
Universitetet i Oslo,2014,hybrid,323
Universitetet i Oslo,2014,green,622
Universitetet i Oslo,2014,closed,2625
Universitetet i Oslo,2015,diamond,204
Universitetet i Oslo,2015,gold,770
Universitetet i Oslo,2015,hybrid,373
Universitetet i Oslo,2015,green,659
Universitetet i Oslo,2015,closed,2643
Universitetet i Oslo,2016,diamond,320
Universitetet i Oslo,2016,gold,918
Universitetet i Oslo,2016,hybrid,424
Universitetet i Oslo,2016,green,878
Universitetet i Oslo,2016,deposited,1
Universitetet i Oslo,2016,closed,2508
Universitetet i Oslo,2017,diamond,286
Universitetet i Oslo,2017,gold,1128
Universitetet i Oslo,2017,hybrid,453
Universitetet i Oslo,2017,green,1726
Universitetet i Oslo,2017,deposited,1
Universitetet i Oslo,2017,closed,1615
Universitetet i Oslo,2018,diamond,354
Universitetet i Oslo,2018,gold,1124
Universitetet i Oslo,2018,hybrid,562
Universitetet i Oslo,2018,green,1936
Universitetet i Oslo,2018,deposited,4
Universitetet i Oslo,2018,closed,1470
Universitetet i Oslo,2019,diamond,362
Universitetet i Oslo,2019,gold,1339
Universitetet i Oslo,2019,hybrid,572
Universitetet i Oslo,2019,hybrid_agreement,305
Universitetet i Oslo,2019,green,1883
Universitetet i Oslo,2019,deposited,3
Universitetet i Oslo,2019,closed,1179
Universitetet i Oslo,2020,diamond,345
Universitetet i Oslo,2020,gold,1491
Universitetet i Oslo,2020,hybrid,620
Universitetet i Oslo,2020,hybrid_agreement,987
Universitetet i Oslo,2020,green,1316
Universitetet i Oslo,2020,deposited,8
Universitetet i Oslo,2020,closed,919
Universitetet i Oslo,2021,diamond,337
Universitetet i Oslo,2021,gold,1834
Universitetet i Oslo,2021,hybrid,779
Universitetet i Oslo,2021,hybrid_agreement,1226
Universitetet i Oslo,2021,green,1022
Universitetet i Oslo,2021,deposited,2
Universitetet i Oslo,2021,closed,953
Universitetet i Oslo,2022,diamond,319
Universitetet i Oslo,2022,gold,1972
Universitetet i Oslo,2022,hybrid,769
Universitetet i Oslo,2022,hybrid_agreement,1243
Universitetet i Oslo,2022,green,873
Universitetet i Oslo,2022,deposited,7
Universitetet i Oslo,2022,closed,733
Universitetet i Oslo,2023,diamond,487
Universitetet i Oslo,2023,gold,1953
Universitetet i Oslo,2023,hybrid,891
Universitetet i Oslo,2023,hybrid_agreement,1314
Universitetet i Oslo,2023,green,710
Universitetet i Oslo,2023,deposited,4
Universitetet i Oslo,2023,closed,676
Universitetet i Oslo,2024,diamond,478
Universitetet i Oslo,2024,gold,1919
Universitetet i Oslo,2024,hybrid,862
Universitetet i Oslo,2024,hybrid_agreement,1355
Universitetet i Oslo,2024,green,610
Universitetet i Oslo,2024,deposited,10
Universitetet i Oslo,2024,closed,676
Universitetet i Oslo,2025,diamond,490
Universitetet i Oslo,2025,gold,1836
Universitetet i Oslo,2025,hybrid,938
Universitetet i Oslo,2025,hybrid_agreement,1134
Universitetet i Oslo,2025,green,649
Universitetet i Oslo,2025,deposited,266
Universitetet i Oslo,2025,closed,545
Universitetet i Stavanger,2013,diamond,8
Universitetet i Stavanger,2013,gold,33
Universitetet i Stavanger,2013,hybrid,10
Universitetet i Stavanger,2013,green,45
Universitetet i Stavanger,2013,closed,309
Universitetet i Stavanger,2014,diamond,20
Universitetet i Stavanger,2014,gold,42
Universitetet i Stavanger,2014,hybrid,16
Universitetet i Stavanger,2014,green,45
Universitetet i Stavanger,2014,closed,326
Universitetet i Stavanger,2015,diamond,17
Universitetet i Stavanger,2015,gold,48
Universitetet i Stavanger,2015,hybrid,31
Universitetet i Stavanger,2015,green,60
Universitetet i Stavanger,2015,deposited,1
Universitetet i Stavanger,2015,closed,366
Universitetet i Stavanger,2016,diamond,25
Universitetet i Stavanger,2016,gold,67
Universitetet i Stavanger,2016,hybrid,26
Universitetet i Stavanger,2016,green,73
Universitetet i Stavanger,2016,closed,389
Universitetet i Stavanger,2017,diamond,43
Universitetet i Stavanger,2017,gold,142
Universitetet i Stavanger,2017,hybrid,37
Universitetet i Stavanger,2017,green,105
Universitetet i Stavanger,2017,closed,390
Universitetet i Stavanger,2018,diamond,48
Universitetet i Stavanger,2018,gold,139
Universitetet i Stavanger,2018,hybrid,63
Universitetet i Stavanger,2018,green,116
Universitetet i Stavanger,2018,deposited,1
Universitetet i Stavanger,2018,closed,454
Universitetet i Stavanger,2019,diamond,68
Universitetet i Stavanger,2019,gold,209
Universitetet i Stavanger,2019,hybrid,71
Universitetet i Stavanger,2019,hybrid_agreement,55
Universitetet i Stavanger,2019,green,143
Universitetet i Stavanger,2019,closed,407
Universitetet i Stavanger,2020,diamond,60
Universitetet i Stavanger,2020,gold,239
Universitetet i Stavanger,2020,hybrid,69
Universitetet i Stavanger,2020,hybrid_agreement,208
Universitetet i Stavanger,2020,green,135
Universitetet i Stavanger,2020,deposited,1
Universitetet i Stavanger,2020,closed,295
Universitetet i Stavanger,2021,diamond,63
Universitetet i Stavanger,2021,gold,321
Universitetet i Stavanger,2021,hybrid,90
Universitetet i Stavanger,2021,hybrid_agreement,259
Universitetet i Stavanger,2021,green,151
Universitetet i Stavanger,2021,deposited,1
Universitetet i Stavanger,2021,closed,264
Universitetet i Stavanger,2022,diamond,79
Universitetet i Stavanger,2022,gold,323
Universitetet i Stavanger,2022,hybrid,108
Universitetet i Stavanger,2022,hybrid_agreement,270
Universitetet i Stavanger,2022,green,125
Universitetet i Stavanger,2022,closed,270
Universitetet i Stavanger,2023,diamond,69
Universitetet i Stavanger,2023,gold,390
Universitetet i Stavanger,2023,hybrid,124
Universitetet i Stavanger,2023,hybrid_agreement,280
Universitetet i Stavanger,2023,green,107
Universitetet i Stavanger,2023,closed,248
Universitetet i Stavanger,2024,diamond,94
Universitetet i Stavanger,2024,gold,309
Universitetet i Stavanger,2024,hybrid,149
Universitetet i Stavanger,2024,hybrid_agreement,285
Universitetet i Stavanger,2024,green,74
Universitetet i Stavanger,2024,closed,284
Universitetet i Stavanger,2025,diamond,100
Universitetet i Stavanger,2025,gold,354
Universitetet i Stavanger,2025,hybrid,129
Universitetet i Stavanger,2025,hybrid_agreement,224
Universitetet i Stavanger,2025,green,106
Universitetet i Stavanger,2025,deposited,23
Universitetet i Stavanger,2025,closed,198
Universitetet i Sørøst-Norge,2013,diamond,26
Universitetet i Sørøst-Norge,2013,gold,56
Universitetet i Sørøst-Norge,2013,hybrid,31
Universitetet i Sørøst-Norge,2013,green,40
Universitetet i Sørøst-Norge,2013,closed,260
Universitetet i Sørøst-Norge,2014,diamond,44
Universitetet i Sørøst-Norge,2014,gold,93
Universitetet i Sørøst-Norge,2014,hybrid,22
Universitetet i Sørøst-Norge,2014,green,65
Universitetet i Sørøst-Norge,2014,deposited,1
Universitetet i Sørøst-Norge,2014,closed,240
Universitetet i Sørøst-Norge,2015,diamond,45
Universitetet i Sørøst-Norge,2015,gold,73
Universitetet i Sørøst-Norge,2015,hybrid,32
Universitetet i Sørøst-Norge,2015,green,70
Universitetet i Sørøst-Norge,2015,closed,214
Universitetet i Sørøst-Norge,2016,diamond,47
Universitetet i Sørøst-Norge,2016,gold,88
Universitetet i Sørøst-Norge,2016,hybrid,44
Universitetet i Sørøst-Norge,2016,green,75
Universitetet i Sørøst-Norge,2016,closed,237
Universitetet i Sørøst-Norge,2017,diamond,56
Universitetet i Sørøst-Norge,2017,gold,113
Universitetet i Sørøst-Norge,2017,hybrid,74
Universitetet i Sørøst-Norge,2017,green,130
Universitetet i Sørøst-Norge,2017,closed,228
Universitetet i Sørøst-Norge,2018,diamond,73
Universitetet i Sørøst-Norge,2018,gold,113
Universitetet i Sørøst-Norge,2018,hybrid,45
Universitetet i Sørøst-Norge,2018,green,128
Universitetet i Sørøst-Norge,2018,closed,245
Universitetet i Sørøst-Norge,2019,diamond,80
Universitetet i Sørøst-Norge,2019,gold,174
Universitetet i Sørøst-Norge,2019,hybrid,86
Universitetet i Sørøst-Norge,2019,hybrid_agreement,33
Universitetet i Sørøst-Norge,2019,green,195
Universitetet i Sørøst-Norge,2019,closed,159
Universitetet i Sørøst-Norge,2020,diamond,106
Universitetet i Sørøst-Norge,2020,gold,229
Universitetet i Sørøst-Norge,2020,hybrid,54
Universitetet i Sørøst-Norge,2020,hybrid_agreement,124
Universitetet i Sørøst-Norge,2020,green,142
Universitetet i Sørøst-Norge,2020,closed,181
Universitetet i Sørøst-Norge,2021,diamond,99
Universitetet i Sørøst-Norge,2021,gold,250
Universitetet i Sørøst-Norge,2021,hybrid,106
Universitetet i Sørøst-Norge,2021,hybrid_agreement,107
Universitetet i Sørøst-Norge,2021,green,154
Universitetet i Sørøst-Norge,2021,deposited,1
Universitetet i Sørøst-Norge,2021,closed,145
Universitetet i Sørøst-Norge,2022,diamond,88
Universitetet i Sørøst-Norge,2022,gold,223
Universitetet i Sørøst-Norge,2022,hybrid,100
Universitetet i Sørøst-Norge,2022,hybrid_agreement,115
Universitetet i Sørøst-Norge,2022,green,79
Universitetet i Sørøst-Norge,2022,closed,179
Universitetet i Sørøst-Norge,2023,diamond,103
Universitetet i Sørøst-Norge,2023,gold,249
Universitetet i Sørøst-Norge,2023,hybrid,123
Universitetet i Sørøst-Norge,2023,hybrid_agreement,150
Universitetet i Sørøst-Norge,2023,green,93
Universitetet i Sørøst-Norge,2023,deposited,4
Universitetet i Sørøst-Norge,2023,closed,169
Universitetet i Sørøst-Norge,2024,diamond,115
Universitetet i Sørøst-Norge,2024,gold,217
Universitetet i Sørøst-Norge,2024,hybrid,97
Universitetet i Sørøst-Norge,2024,hybrid_agreement,171
Universitetet i Sørøst-Norge,2024,green,49
Universitetet i Sørøst-Norge,2024,closed,126
Universitetet i Sørøst-Norge,2025,diamond,104
