year,sector,discipline,status,total
2019,Helse,Realfag og teknologi,gull,327
2019,Helse,Realfag og teknologi,hybrid,28
2019,Helse,Realfag og teknologi,hybrid_avtale,13
2019,Helse,Realfag og teknologi,grønn,67
2019,Helse,Realfag og teknologi,lukket,76
2019,Helse,Samfunnsvitenskap,diamant,7
2019,Helse,Samfunnsvitenskap,gull,37
2019,Helse,Samfunnsvitenskap,hybrid,8
2019,Helse,Samfunnsvitenskap,hybrid_avtale,8
2019,Helse,Samfunnsvitenskap,grønn,25
2019,Helse,Samfunnsvitenskap,lukket,34
2019,Institutt,Alle,diamant,176
2019,Institutt,Alle,gull,1265
2019,Institutt,Alle,hybrid,496
2019,Institutt,Alle,hybrid_avtale,342
2019,Institutt,Alle,grønn,1310
2019,Institutt,Alle,deponert,1
2019,Institutt,Alle,lukket,947
2019,Institutt,Humaniora,diamant,16
2019,Institutt,Humaniora,gull,6
2019,Institutt,Humaniora,hybrid,7
2019,Institutt,Humaniora,hybrid_avtale,3
2019,Institutt,Humaniora,grønn,8
2019,Institutt,Humaniora,lukket,16
2019,Institutt,Medisin og helsefag,diamant,36
2019,Institutt,Medisin og helsefag,gull,350
2019,Institutt,Medisin og helsefag,hybrid,140
2019,Institutt,Medisin og helsefag,hybrid_avtale,65
2019,Institutt,Medisin og helsefag,grønn,296
2019,Institutt,Medisin og helsefag,deponert,1
2019,Institutt,Medisin og helsefag,lukket,206
2019,Institutt,Realfag og teknologi,diamant,56
2019,Institutt,Realfag og teknologi,gull,822
2019,Institutt,Realfag og teknologi,hybrid,259
2019,Institutt,Realfag og teknologi,hybrid_avtale,249
2019,Institutt,Realfag og teknologi,grønn,737
2019,Institutt,Realfag og teknologi,lukket,500
2019,Institutt,Samfunnsvitenskap,diamant,68
2019,Institutt,Samfunnsvitenskap,gull,84
2019,Institutt,Samfunnsvitenskap,hybrid,86
2019,Institutt,Samfunnsvitenskap,hybrid_avtale,25
2019,Institutt,Samfunnsvitenskap,grønn,170
2019,Institutt,Samfunnsvitenskap,lukket,170
2019,OTHER,Alle,diamant,7
2019,OTHER,Alle,gull,3
2019,OTHER,Alle,hybrid,3
2019,OTHER,Alle,hybrid_avtale,5
2019,OTHER,Alle,grønn,21
2019,OTHER,Alle,lukket,14
2019,OTHER,Humaniora,grønn,1
2019,OTHER,Medisin og helsefag,gull,1
2019,OTHER,Medisin og helsefag,grønn,2
2019,OTHER,Medisin og helsefag,lukket,1
2019,OTHER,Realfag og teknologi,gull,1
2019,OTHER,Realfag og teknologi,grønn,3
2019,OTHER,Samfunnsvitenskap,diamant,7
2019,OTHER,Samfunnsvitenskap,gull,1
2019,OTHER,Samfunnsvitenskap,hybrid,3
2019,OTHER,Samfunnsvitenskap,hybrid_avtale,5
2019,OTHER,Samfunnsvitenskap,grønn,15
2019,OTHER,Samfunnsvitenskap,lukket,13
2019,UH,Alle,diamant,1176
2019,UH,Alle,gull,4775
2019,UH,Alle,hybrid,1634
2019,UH,Alle,hybrid_avtale,1120
2019,UH,Alle,grønn,6157
2019,UH,Alle,deponert,7
2019,UH,Alle,lukket,4783
2019,UH,Humaniora,diamant,354
2019,UH,Humaniora,gull,135
2019,UH,Humaniora,hybrid,46
2019,UH,Humaniora,hybrid_avtale,24
2019,UH,Humaniora,grønn,388
2019,UH,Humaniora,deponert,1
2019,UH,Humaniora,lukket,369
2019,UH,Medisin og helsefag,diamant,133
2019,UH,Medisin og helsefag,gull,1847
2019,UH,Medisin og helsefag,hybrid,619
2019,UH,Medisin og helsefag,hybrid_avtale,351
2019,UH,Medisin og helsefag,grønn,1583
2019,UH,Medisin og helsefag,deponert,4
2019,UH,Medisin og helsefag,lukket,1367
2019,UH,Realfag og teknologi,diamant,282
2019,UH,Realfag og teknologi,gull,2354
2019,UH,Realfag og teknologi,hybrid,742
2019,UH,Realfag og teknologi,hybrid_avtale,564
2019,UH,Realfag og teknologi,grønn,2736
2019,UH,Realfag og teknologi,deponert,1
2019,UH,Realfag og teknologi,lukket,1801
2019,UH,Samfunnsvitenskap,diamant,407
2019,UH,Samfunnsvitenskap,gull,378
2019,UH,Samfunnsvitenskap,hybrid,198
2019,UH,Samfunnsvitenskap,hybrid_avtale,179
2019,UH,Samfunnsvitenskap,grønn,1124
2019,UH,Samfunnsvitenskap,deponert,1
2019,UH,Samfunnsvitenskap,lukket,903
2020,ABM,Alle,diamant,8
2020,ABM,Alle,hybrid,1
2020,ABM,Alle,hybrid_avtale,1
2020,ABM,Alle,grønn,2
2020,ABM,Alle,lukket,8
2020,ABM,Humaniora,diamant,7
2020,ABM,Humaniora,hybrid,1
2020,ABM,Humaniora,grønn,1
2020,ABM,Humaniora,lukket,2
2020,ABM,Samfunnsvitenskap,diamant,1
2020,ABM,Samfunnsvitenskap,hybrid_avtale,1
2020,ABM,Samfunnsvitenskap,lukket,2
2020,Alle,Alle,diamant,1475
2020,Alle,Alle,gull,6600
2020,Alle,Alle,hybrid,2261
2020,Alle,Alle,hybrid_avtale,3820
2020,Alle,Alle,grønn,5417
2020,Alle,Alle,deponert,34
2020,Alle,Alle,lukket,4838
2020,Alle,Humaniora,diamant,396
2020,Alle,Humaniora,gull,160
2020,Alle,Humaniora,hybrid,58
2020,Alle,Humaniora,hybrid_avtale,202
2020,Alle,Humaniora,grønn,253
2020,Alle,Humaniora,deponert,2
2020,Alle,Humaniora,lukket,338
2020,Alle,Medisin og helsefag,diamant,187
2020,Alle,Medisin og helsefag,gull,2470
2020,Alle,Medisin og helsefag,hybrid,854
2020,Alle,Medisin og helsefag,hybrid_avtale,1171
2020,Alle,Medisin og helsefag,grønn,1304
2020,Alle,Medisin og helsefag,deponert,2
2020,Alle,Medisin og helsefag,lukket,1417
2020,Alle,Realfag og teknologi,diamant,317
2020,Alle,Realfag og teknologi,gull,3369
2020,Alle,Realfag og teknologi,hybrid,1021
2020,Alle,Realfag og teknologi,hybrid_avtale,1611
2020,Alle,Realfag og teknologi,grønn,2522
2020,Alle,Realfag og teknologi,deponert,12
2020,Alle,Realfag og teknologi,lukket,1854
2020,Alle,Samfunnsvitenskap,diamant,575
2020,Alle,Samfunnsvitenskap,gull,498
2020,Alle,Samfunnsvitenskap,hybrid,297
2020,Alle,Samfunnsvitenskap,hybrid_avtale,836
2020,Alle,Samfunnsvitenskap,grønn,876
2020,Alle,Samfunnsvitenskap,deponert,4
2020,Alle,Samfunnsvitenskap,lukket,819
2020,Helse,Alle,diamant,94
2020,Helse,Alle,gull,1686
2020,Helse,Alle,hybrid,507
2020,Helse,Alle,hybrid_avtale,723
2020,Helse,Alle,grønn,710
2020,Helse,Alle,deponert,2
2020,Helse,Alle,lukket,826
2020,Helse,Humaniora,diamant,2
2020,Helse,Humaniora,gull,1
2020,Helse,Humaniora,hybrid_avtale,1
2020,Helse,Humaniora,lukket,2
2020,Helse,Medisin og helsefag,diamant,88
2020,Helse,Medisin og helsefag,gull,1285
2020,Helse,Medisin og helsefag,hybrid,461
2020,Helse,Medisin og helsefag,hybrid_avtale,669
2020,Helse,Medisin og helsefag,grønn,641
2020,Helse,Medisin og helsefag,deponert,1
2020,Helse,Medisin og helsefag,lukket,750
2020,Helse,Realfag og teknologi,diamant,2
2020,Helse,Realfag og teknologi,gull,358
2020,Helse,Realfag og teknologi,hybrid,40
2020,Helse,Realfag og teknologi,hybrid_avtale,29
2020,Helse,Realfag og teknologi,grønn,52
2020,Helse,Realfag og teknologi,lukket,45
2020,Helse,Samfunnsvitenskap,diamant,2
2020,Helse,Samfunnsvitenskap,gull,42
2020,Helse,Samfunnsvitenskap,hybrid,6
2020,Helse,Samfunnsvitenskap,hybrid_avtale,24
2020,Helse,Samfunnsvitenskap,grønn,7
2020,Helse,Samfunnsvitenskap,lukket,19
2020,Institutt,Alle,diamant,230
2020,Institutt,Alle,gull,1453
2020,Institutt,Alle,hybrid,575
2020,Institutt,Alle,hybrid_avtale,899
2020,Institutt,Alle,grønn,1013
2020,Institutt,Alle,deponert,2
2020,Institutt,Alle,lukket,871
2020,Institutt,Humaniora,diamant,24
2020,Institutt,Humaniora,gull,4
2020,Institutt,Humaniora,hybrid,6
2020,Institutt,Humaniora,hybrid_avtale,10
2020,Institutt,Humaniora,grønn,20
2020,Institutt,Humaniora,lukket,20
2020,Institutt,Medisin og helsefag,diamant,53
2020,Institutt,Medisin og helsefag,gull,389
2020,Institutt,Medisin og helsefag,hybrid,144
2020,Institutt,Medisin og helsefag,hybrid_avtale,196
2020,Institutt,Medisin og helsefag,grønn,208
2020,Institutt,Medisin og helsefag,lukket,137
2020,Institutt,Realfag og teknologi,diamant,85
2020,Institutt,Realfag og teknologi,gull,977
2020,Institutt,Realfag og teknologi,hybrid,329
2020,Institutt,Realfag og teknologi,hybrid_avtale,585
2020,Institutt,Realfag og teknologi,grønn,522
2020,Institutt,Realfag og teknologi,deponert,1
2020,Institutt,Realfag og teknologi,lukket,499
2020,Institutt,Samfunnsvitenskap,diamant,68
2020,Institutt,Samfunnsvitenskap,gull,77
2020,Institutt,Samfunnsvitenskap,hybrid,92
2020,Institutt,Samfunnsvitenskap,hybrid_avtale,108
2020,Institutt,Samfunnsvitenskap,grønn,139
2020,Institutt,Samfunnsvitenskap,deponert,1
2020,Institutt,Samfunnsvitenskap,lukket,124
2020,OTHER,Alle,diamant,3
2020,OTHER,Alle,gull,1
2020,OTHER,Alle,hybrid,6
2020,OTHER,Alle,hybrid_avtale,13
2020,OTHER,Alle,grønn,14
2020,OTHER,Alle,lukket,23
2020,OTHER,Medisin og helsefag,hybrid_avtale,2
2020,OTHER,Medisin og helsefag,grønn,2
2020,OTHER,Realfag og teknologi,hybrid,1
2020,OTHER,Realfag og teknologi,hybrid_avtale,1
2020,OTHER,Realfag og teknologi,grønn,4
2020,OTHER,Realfag og teknologi,lukket,3
2020,OTHER,Samfunnsvitenskap,diamant,3
2020,OTHER,Samfunnsvitenskap,gull,1
2020,OTHER,Samfunnsvitenskap,hybrid,5
2020,OTHER,Samfunnsvitenskap,hybrid_avtale,10
2020,OTHER,Samfunnsvitenskap,grønn,8
2020,OTHER,Samfunnsvitenskap,lukket,19
2020,UH,Alle,diamant,1317
2020,UH,Alle,gull,5662
2020,UH,Alle,hybrid,1811
2020,UH,Alle,hybrid_avtale,3502
2020,UH,Alle,grønn,4853
2020,UH,Alle,deponert,34
2020,UH,Alle,lukket,3913
2020,UH,Humaniora,diamant,377
2020,UH,Humaniora,gull,158
2020,UH,Humaniora,hybrid,54
2020,UH,Humaniora,hybrid_avtale,197
2020,UH,Humaniora,grønn,242
2020,UH,Humaniora,deponert,2
2020,UH,Humaniora,lukket,320
2020,UH,Medisin og helsefag,diamant,145
2020,UH,Medisin og helsefag,gull,2159
2020,UH,Medisin og helsefag,hybrid,688
2020,UH,Medisin og helsefag,hybrid_avtale,1094
2020,UH,Medisin og helsefag,grønn,1109
2020,UH,Medisin og helsefag,deponert,2
2020,UH,Medisin og helsefag,lukket,1075
2020,UH,Realfag og teknologi,diamant,265
2020,UH,Realfag og teknologi,gull,2796
2020,UH,Realfag og teknologi,hybrid,811
2020,UH,Realfag og teknologi,hybrid_avtale,1417
2020,UH,Realfag og teknologi,grønn,2288
2020,UH,Realfag og teknologi,deponert,12
2020,UH,Realfag og teknologi,lukket,1470
2020,UH,Samfunnsvitenskap,diamant,530
2020,UH,Samfunnsvitenskap,gull,448
2020,UH,Samfunnsvitenskap,hybrid,227
2020,UH,Samfunnsvitenskap,hybrid_avtale,794
2020,UH,Samfunnsvitenskap,grønn,805
2020,UH,Samfunnsvitenskap,deponert,4
2020,UH,Samfunnsvitenskap,lukket,713
2021,ABM,Alle,diamant,20
2021,ABM,Alle,gull,4
2021,ABM,Alle,hybrid_avtale,3
2021,ABM,Alle,grønn,5
2021,ABM,Alle,lukket,13
2021,ABM,Humaniora,diamant,16
2021,ABM,Humaniora,gull,1
2021,ABM,Humaniora,hybrid_avtale,1
2021,ABM,Humaniora,grønn,3
2021,ABM,Humaniora,lukket,6
2021,ABM,Medisin og helsefag,diamant,1
2021,ABM,Medisin og helsefag,gull,2
2021,ABM,Realfag og teknologi,diamant,1
2021,ABM,Realfag og teknologi,gull,1
2021,ABM,Realfag og teknologi,hybrid_avtale,2
2021,ABM,Realfag og teknologi,grønn,1
2021,ABM,Samfunnsvitenskap,diamant,2
2021,ABM,Samfunnsvitenskap,grønn,1
2021,Alle,Alle,diamant,1508
2021,Alle,Alle,gull,8055
2021,Alle,Alle,hybrid,2994
2021,Alle,Alle,hybrid_avtale,4638
2021,Alle,Alle,grønn,4783
2021,Alle,Alle,deponert,32
2021,Alle,Alle,lukket,4779
2021,Alle,Humaniora,diamant,432
2021,Alle,Humaniora,gull,178
2021,Alle,Humaniora,hybrid,65
2021,Alle,Humaniora,hybrid_avtale,280
2021,Alle,Humaniora,grønn,256
2021,Alle,Humaniora,deponert,1
2021,Alle,Humaniora,lukket,297
2021,Alle,Medisin og helsefag,diamant,193
2021,Alle,Medisin og helsefag,gull,3151
2021,Alle,Medisin og helsefag,hybrid,1061
2021,Alle,Medisin og helsefag,hybrid_avtale,1397
2021,Alle,Medisin og helsefag,grønn,1098
2021,Alle,Medisin og helsefag,deponert,5
2021,Alle,Medisin og helsefag,lukket,1404
2021,Alle,Realfag og teknologi,diamant,335
2021,Alle,Realfag og teknologi,gull,3988
2021,Alle,Realfag og teknologi,hybrid,1455
2021,Alle,Realfag og teknologi,hybrid_avtale,1876
2021,Alle,Realfag og teknologi,grønn,2213
2021,Alle,Realfag og teknologi,deponert,19
2021,Alle,Realfag og teknologi,lukket,1843
2021,Alle,Samfunnsvitenskap,diamant,548
2021,Alle,Samfunnsvitenskap,gull,696
2021,Alle,Samfunnsvitenskap,hybrid,366
2021,Alle,Samfunnsvitenskap,hybrid_avtale,1085
2021,Alle,Samfunnsvitenskap,grønn,820
2021,Alle,Samfunnsvitenskap,deponert,1
2021,Alle,Samfunnsvitenskap,lukket,838
2021,Helse,Alle,diamant,122
2021,Helse,Alle,gull,2059
2021,Helse,Alle,hybrid,614
2021,Helse,Alle,hybrid_avtale,911
2021,Helse,Alle,grønn,552
2021,Helse,Alle,deponert,2
2021,Helse,Alle,lukket,831
2021,Helse,Humaniora,diamant,6
2021,Helse,Humaniora,gull,4
2021,Helse,Humaniora,hybrid,1
2021,Helse,Humaniora,hybrid_avtale,3
2021,Helse,Humaniora,grønn,2
2021,Helse,Humaniora,lukket,2
2021,Helse,Medisin og helsefag,diamant,99
2021,Helse,Medisin og helsefag,gull,1595
2021,Helse,Medisin og helsefag,hybrid,559
2021,Helse,Medisin og helsefag,hybrid_avtale,834
2021,Helse,Medisin og helsefag,grønn,500
2021,Helse,Medisin og helsefag,deponert,2
2021,Helse,Medisin og helsefag,lukket,778
2021,Helse,Realfag og teknologi,diamant,7
2021,Helse,Realfag og teknologi,gull,406
2021,Helse,Realfag og teknologi,hybrid,48
2021,Helse,Realfag og teknologi,hybrid_avtale,34
2021,Helse,Realfag og teknologi,grønn,36
2021,Helse,Realfag og teknologi,lukket,28
2021,Helse,Samfunnsvitenskap,diamant,10
2021,Helse,Samfunnsvitenskap,gull,54
2021,Helse,Samfunnsvitenskap,hybrid,6
2021,Helse,Samfunnsvitenskap,hybrid_avtale,40
2021,Helse,Samfunnsvitenskap,grønn,10
2021,Helse,Samfunnsvitenskap,lukket,23
2021,Institutt,Alle,diamant,189
2021,Institutt,Alle,gull,1862
2021,Institutt,Alle,hybrid,717
2021,Institutt,Alle,hybrid_avtale,1089
2021,Institutt,Alle,grønn,869
2021,Institutt,Alle,deponert,4
2021,Institutt,Alle,lukket,782
2021,Institutt,Humaniora,diamant,16
2021,Institutt,Humaniora,gull,5
2021,Institutt,Humaniora,hybrid,5
2021,Institutt,Humaniora,hybrid_avtale,13
2021,Institutt,Humaniora,grønn,15
2021,Institutt,Humaniora,lukket,11
2021,Institutt,Medisin og helsefag,diamant,41
2021,Institutt,Medisin og helsefag,gull,529
2021,Institutt,Medisin og helsefag,hybrid,162
2021,Institutt,Medisin og helsefag,hybrid_avtale,252
2021,Institutt,Medisin og helsefag,grønn,157
2021,Institutt,Medisin og helsefag,deponert,3
2021,Institutt,Medisin og helsefag,lukket,128
2021,Institutt,Realfag og teknologi,diamant,64
2021,Institutt,Realfag og teknologi,gull,1186
2021,Institutt,Realfag og teknologi,hybrid,447
2021,Institutt,Realfag og teknologi,hybrid_avtale,665
2021,Institutt,Realfag og teknologi,grønn,455
2021,Institutt,Realfag og teknologi,deponert,1
2021,Institutt,Realfag og teknologi,lukket,455
2021,Institutt,Samfunnsvitenskap,diamant,68
2021,Institutt,Samfunnsvitenskap,gull,140
2021,Institutt,Samfunnsvitenskap,hybrid,92
2021,Institutt,Samfunnsvitenskap,hybrid_avtale,159
2021,Institutt,Samfunnsvitenskap,grønn,128
2021,Institutt,Samfunnsvitenskap,lukket,117
2021,OTHER,Alle,diamant,2
2021,OTHER,Alle,gull,4
2021,OTHER,Alle,hybrid,5
2021,OTHER,Alle,hybrid_avtale,19
2021,OTHER,Alle,grønn,22
2021,OTHER,Alle,lukket,5
2021,OTHER,Humaniora,grønn,1
2021,OTHER,Medisin og helsefag,gull,1
2021,OTHER,Medisin og helsefag,hybrid,1
2021,OTHER,Medisin og helsefag,hybrid_avtale,2
2021,OTHER,Realfag og teknologi,hybrid_avtale,1
2021,OTHER,Realfag og teknologi,grønn,2
2021,OTHER,Samfunnsvitenskap,diamant,2
2021,OTHER,Samfunnsvitenskap,gull,3
2021,OTHER,Samfunnsvitenskap,hybrid,4
2021,OTHER,Samfunnsvitenskap,hybrid_avtale,16
2021,OTHER,Samfunnsvitenskap,grønn,19
2021,OTHER,Samfunnsvitenskap,lukket,5
2021,UH,Alle,diamant,1355
2021,UH,Alle,gull,6838
2021,UH,Alle,hybrid,2425
2021,UH,Alle,hybrid_avtale,4247
2021,UH,Alle,grønn,4263
2021,UH,Alle,deponert,31
2021,UH,Alle,lukket,3836
2021,UH,Humaniora,diamant,409
2021,UH,Humaniora,gull,174
2021,UH,Humaniora,hybrid,62
2021,UH,Humaniora,hybrid_avtale,277
2021,UH,Humaniora,grønn,247
2021,UH,Humaniora,deponert,1
2021,UH,Humaniora,lukket,282
2021,UH,Medisin og helsefag,diamant,149
2021,UH,Medisin og helsefag,gull,2733
2021,UH,Medisin og helsefag,hybrid,825
2021,UH,Medisin og helsefag,hybrid_avtale,1307
2021,UH,Medisin og helsefag,grønn,946
2021,UH,Medisin og helsefag,deponert,4
2021,UH,Medisin og helsefag,lukket,1001
2021,UH,Realfag og teknologi,diamant,288
2021,UH,Realfag og teknologi,gull,3281
2021,UH,Realfag og teknologi,hybrid,1203
2021,UH,Realfag og teknologi,hybrid_avtale,1642
2021,UH,Realfag og teknologi,grønn,1989
2021,UH,Realfag og teknologi,deponert,19
2021,UH,Realfag og teknologi,lukket,1477
2021,UH,Samfunnsvitenskap,diamant,509
2021,UH,Samfunnsvitenskap,gull,608
2021,UH,Samfunnsvitenskap,hybrid,295
2021,UH,Samfunnsvitenskap,hybrid_avtale,1021
2021,UH,Samfunnsvitenskap,grønn,736
2021,UH,Samfunnsvitenskap,deponert,1
2021,UH,Samfunnsvitenskap,lukket,746
2022,ABM,Alle,diamant,14
2022,ABM,Alle,gull,2
2022,ABM,Alle,hybrid,3
2022,ABM,Alle,hybrid_avtale,1
2022,ABM,Alle,grønn,6
2022,ABM,Alle,lukket,17
2022,ABM,Humaniora,diamant,12
2022,ABM,Humaniora,hybrid,1
2022,ABM,Humaniora,hybrid_avtale,1
2022,ABM,Humaniora,grønn,6
2022,ABM,Humaniora,lukket,8
2022,ABM,Realfag og teknologi,gull,1
2022,ABM,Realfag og teknologi,hybrid,1
2022,ABM,Realfag og teknologi,lukket,1
2022,ABM,Samfunnsvitenskap,diamant,2
2022,ABM,Samfunnsvitenskap,gull,1
2022,ABM,Samfunnsvitenskap,lukket,1
2022,Alle,Alle,diamant,1494
2022,Alle,Alle,gull,8302
2022,Alle,Alle,hybrid,3228
2022,Alle,Alle,hybrid_avtale,4419
2022,Alle,Alle,grønn,3795
2022,Alle,Alle,deponert,47
2022,Alle,Alle,lukket,4042
2022,Alle,Humaniora,diamant,406
2022,Alle,Humaniora,gull,171
2022,Alle,Humaniora,hybrid,87
2022,Alle,Humaniora,hybrid_avtale,297
2022,Alle,Humaniora,grønn,205
2022,Alle,Humaniora,deponert,7
2022,Alle,Humaniora,lukket,289
2022,Alle,Medisin og helsefag,diamant,174
2022,Alle,Medisin og helsefag,gull,3275
2022,Alle,Medisin og helsefag,hybrid,1119
2022,Alle,Medisin og helsefag,hybrid_avtale,1311
2022,Alle,Medisin og helsefag,grønn,898
2022,Alle,Medisin og helsefag,deponert,2
2022,Alle,Medisin og helsefag,lukket,971
2022,Alle,Realfag og teknologi,diamant,331
2022,Alle,Realfag og teknologi,gull,4009
2022,Alle,Realfag og teknologi,hybrid,1416
2022,Alle,Realfag og teknologi,hybrid_avtale,1716
2022,Alle,Realfag og teknologi,grønn,1720
2022,Alle,Realfag og teknologi,deponert,27
2022,Alle,Realfag og teknologi,lukket,1656
2022,Alle,Samfunnsvitenskap,diamant,583
2022,Alle,Samfunnsvitenskap,gull,770
2022,Alle,Samfunnsvitenskap,hybrid,532
2022,Alle,Samfunnsvitenskap,hybrid_avtale,1094
2022,Alle,Samfunnsvitenskap,grønn,651
2022,Alle,Samfunnsvitenskap,deponert,4
2022,Alle,Samfunnsvitenskap,lukket,703
2022,Helse,Alle,diamant,96
2022,Helse,Alle,gull,2109
2022,Helse,Alle,hybrid,636
2022,Helse,Alle,hybrid_avtale,863
2022,Helse,Alle,grønn,512
2022,Helse,Alle,deponert,2
2022,Helse,Alle,lukket,615
2022,Helse,Humaniora,diamant,3
2022,Helse,Humaniora,gull,3
2022,Helse,Humaniora,hybrid,2
2022,Helse,Humaniora,hybrid_avtale,5
2022,Helse,Humaniora,grønn,3
2022,Helse,Humaniora,lukket,1
2022,Helse,Medisin og helsefag,diamant,78
2022,Helse,Medisin og helsefag,gull,1650
2022,Helse,Medisin og helsefag,hybrid,558
2022,Helse,Medisin og helsefag,hybrid_avtale,787
2022,Helse,Medisin og helsefag,grønn,454
2022,Helse,Medisin og helsefag,deponert,1
2022,Helse,Medisin og helsefag,lukket,558
2022,Helse,Realfag og teknologi,diamant,2
2022,Helse,Realfag og teknologi,gull,410
2022,Helse,Realfag og teknologi,hybrid,64
2022,Helse,Realfag og teknologi,hybrid_avtale,43
2022,Helse,Realfag og teknologi,grønn,43
2022,Helse,Realfag og teknologi,lukket,27
2022,Helse,Samfunnsvitenskap,diamant,13
2022,Helse,Samfunnsvitenskap,gull,45
2022,Helse,Samfunnsvitenskap,hybrid,6
2022,Helse,Samfunnsvitenskap,hybrid_avtale,28
2022,Helse,Samfunnsvitenskap,grønn,10
2022,Helse,Samfunnsvitenskap,deponert,1
2022,Helse,Samfunnsvitenskap,lukket,18
2022,Institutt,Alle,diamant,197
2022,Institutt,Alle,gull,1858
2022,Institutt,Alle,hybrid,748
2022,Institutt,Alle,hybrid_avtale,1035
2022,Institutt,Alle,grønn,697
2022,Institutt,Alle,deponert,1
2022,Institutt,Alle,lukket,646
2022,Institutt,Humaniora,diamant,23
2022,Institutt,Humaniora,gull,9
2022,Institutt,Humaniora,hybrid,6
2022,Institutt,Humaniora,hybrid_avtale,15
2022,Institutt,Humaniora,grønn,10
2022,Institutt,Humaniora,lukket,12
2022,Institutt,Medisin og helsefag,diamant,35
2022,Institutt,Medisin og helsefag,gull,584
2022,Institutt,Medisin og helsefag,hybrid,196
2022,Institutt,Medisin og helsefag,hybrid_avtale,248
2022,Institutt,Medisin og helsefag,grønn,139
2022,Institutt,Medisin og helsefag,lukket,96
2022,Institutt,Realfag og teknologi,diamant,54
2022,Institutt,Realfag og teknologi,gull,1119
2022,Institutt,Realfag og teknologi,hybrid,428
2022,Institutt,Realfag og teknologi,hybrid_avtale,595
2022,Institutt,Realfag og teknologi,grønn,361
2022,Institutt,Realfag og teknologi,lukket,360
2022,Institutt,Samfunnsvitenskap,diamant,85
2022,Institutt,Samfunnsvitenskap,gull,134
2022,Institutt,Samfunnsvitenskap,hybrid,104
2022,Institutt,Samfunnsvitenskap,hybrid_avtale,177
2022,Institutt,Samfunnsvitenskap,grønn,102
2022,Institutt,Samfunnsvitenskap,deponert,1
2022,Institutt,Samfunnsvitenskap,lukket,109
2022,OTHER,Alle,diamant,6
2022,OTHER,Alle,gull,5
2022,OTHER,Alle,hybrid,5
2022,OTHER,Alle,hybrid_avtale,10
2022,OTHER,Alle,grønn,18
2022,OTHER,Alle,lukket,14
2022,OTHER,Medisin og helsefag,gull,2
2022,OTHER,Medisin og helsefag,hybrid_avtale,1
2022,OTHER,Medisin og helsefag,lukket,1
2022,OTHER,Realfag og teknologi,hybrid,1
2022,OTHER,Realfag og teknologi,hybrid_avtale,1
2022,OTHER,Realfag og teknologi,grønn,4
2022,OTHER,Realfag og teknologi,lukket,2
2022,OTHER,Samfunnsvitenskap,diamant,6
2022,OTHER,Samfunnsvitenskap,gull,3
2022,OTHER,Samfunnsvitenskap,hybrid,3
2022,OTHER,Samfunnsvitenskap,hybrid_avtale,8
2022,OTHER,Samfunnsvitenskap,grønn,14
2022,OTHER,Samfunnsvitenskap,lukket,11
2022,UH,Alle,diamant,1358
2022,UH,Alle,gull,7140
2022,UH,Alle,hybrid,2604
2022,UH,Alle,hybrid_avtale,4109
2022,UH,Alle,grønn,3372
2022,UH,Alle,deponert,47
2022,UH,Alle,lukket,3321
2022,UH,Humaniora,diamant,383
2022,UH,Humaniora,gull,167
2022,UH,Humaniora,hybrid,80
2022,UH,Humaniora,hybrid_avtale,293
2022,UH,Humaniora,grønn,198
2022,UH,Humaniora,deponert,7
2022,UH,Humaniora,lukket,277
2022,UH,Medisin og helsefag,diamant,136
2022,UH,Medisin og helsefag,gull,2848
2022,UH,Medisin og helsefag,hybrid,853
2022,UH,Medisin og helsefag,hybrid_avtale,1243
2022,UH,Medisin og helsefag,grønn,753
2022,UH,Medisin og helsefag,deponert,2
2022,UH,Medisin og helsefag,lukket,685
2022,UH,Realfag og teknologi,diamant,301
2022,UH,Realfag og teknologi,gull,3366
2022,UH,Realfag og teknologi,hybrid,1159
2022,UH,Realfag og teknologi,hybrid_avtale,1536
2022,UH,Realfag og teknologi,grønn,1550
2022,UH,Realfag og teknologi,deponert,27
2022,UH,Realfag og teknologi,lukket,1369
2022,UH,Samfunnsvitenskap,diamant,538
2022,UH,Samfunnsvitenskap,gull,692
2022,UH,Samfunnsvitenskap,hybrid,448
2022,UH,Samfunnsvitenskap,hybrid_avtale,1036
2022,UH,Samfunnsvitenskap,grønn,584
2022,UH,Samfunnsvitenskap,deponert,4
2022,UH,Samfunnsvitenskap,lukket,618
2023,ABM,Alle,diamant,25
2023,ABM,Alle,gull,5
2023,ABM,Alle,hybrid_avtale,4
2023,ABM,Alle,grønn,12
2023,ABM,Alle,deponert,1
2023,ABM,Alle,lukket,16
2023,ABM,Humaniora,diamant,24
2023,ABM,Humaniora,gull,3
2023,ABM,Humaniora,hybrid_avtale,2
2023,ABM,Humaniora,grønn,6
2023,ABM,Humaniora,deponert,1
2023,ABM,Humaniora,lukket,5
2023,ABM,Medisin og helsefag,gull,1
2023,ABM,Realfag og teknologi,gull,1
2023,ABM,Realfag og teknologi,hybrid_avtale,1
2023,ABM,Realfag og teknologi,grønn,1
2023,ABM,Realfag og teknologi,lukket,1
2023,ABM,Samfunnsvitenskap,diamant,1
2023,ABM,Samfunnsvitenskap,hybrid_avtale,1
2023,ABM,Samfunnsvitenskap,lukket,2
2023,Alle,Alle,diamant,1693
2023,Alle,Alle,gull,8281
2023,Alle,Alle,hybrid,3622
2023,Alle,Alle,hybrid_avtale,4829
